Nid,Title,Year,Author,Format,Who Can Use This Data,URL,Abstract,Metadata,How to Cite This,Scholars Geoportal URL,Geospatial Availability,Geospatial Subjects New,Geospatial Geography,Geospatial Formats,Filepath,field_geospatial_image_alt,field_geospatial_image_title,SGP_id,Projection,Datum,Entry Date,File Location,File Size
25024,Ontario Classified Point Cloud (Lidar-derived),2015 - 2024,Ontario Ministry of Natural Resources and Forestry - Provincial Mapping Unit,Various geospatial formats available.,Public,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=2400901509"">Access this resource</a> on Scholars Geoportal.</p>","<p>The Ontario Point Cloud (Lidar-Derived) consists of points containing elevation and intensity information derived from returns collected by an airborne topographic lidar sensor. It was designed to support agricultural soil map renewal for selected geographic areas. The data's coverage includes selected areas in southern Ontario (Peterborough, Lake Erie, Halton, Milton, Brampton, GTA, Peel, CLOCA, LEAP, CNS, York Region-Lake Simcoe Watershed, Ottawa River, Ottawa-Gatineau, Hamilton-Niagara, Lake Huron and Lake Simcoe), Eastern Ontario, and portions of northern Ontario (Lake Nipissing and Cochrane).</p><p>The point cloud has been classified into Unclassified, Ground, Water, High and Low Noise categories and is structured into non-overlapping 1-km by 1-km tiles in LAZ format. As this dataset is a compilation of LiDAR data from multiple acquisition projects, specifications, parameters, accuracy and sensors may vary by project. See the detailed User Guide and contractor metadata reports below for additional information.</p>",,"<p>Ontario Ministry of Natural Resources and Forestry - Provincial Mapping Unit. <em>Ontario Classified Point Cloud (Lidar-derived)</em> [digital resource: grid]. Ontario Ministry of Natural Resources and Forestry - Provincial Mapping Unit, (insert date). Retrieved from http://geo.scholarsportal.info/#r/details/_uri@=2400901509.</p>","<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=2400901509"">Access this resource</a> on Scholars Geoportal.</p>",Internet,Remote Sensing and Air Photos,Ontario,grid,http://images.scholarsportal.info/gis/thumbnails/OpenContent/OpenContent_ATLidarCPC_TileIndex_vt.png,,,2400901509,,,,,,,
25048,Kingston Civic Addresses,2021,City of Kingston,Various geospatial formats available.,Public,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=2292793638"">Access this resource</a> on Scholars Geoportal.</p>","<p>The City of Kingston open data collection contains very detailed topographic and planning information clipped to the City of Kingston's municipal boundary.</p><p>This data set contains a representation of civic addresses throughout the City of Kingston, Ontario.</p> Addresses may represent properties, individual buildings, and/or other structures and are updated on an ongoing basis. The layer includes postal code, street, electoral district, neighbourhood, and waste remove scheduling where available</p>",,"<p>City of Kingston. <em>Kingston Civic Addresses</em> [digital resource: vector]. City of Kingston, 2021. Retrieved from http://geo.scholarsportal.info/#r/details/_uri@=2292793638.</p>","<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=2292793638"">Access this resource</a> on Scholars Geoportal.</p>",Internet,Transportation,Ontario,vector,http://images.scholarsportal.info/gis/thumbnails/OpenContent/OpenContent_CityOfKingston_2021_civic_addresses.png,,,2292793638,,,,,,,
27504,OC Transpo Transit Routes,2014 - 2020,OC Transpo,Various geospatial formats available.,Public,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=2260101378"">Access this resource</a> on Scholars Geoportal.</p>","<p>The OC Transpo Route Digitization Project was started in May 2014 with the goal of digitizing OC Transpo transit routes since 1929. The project was undertaken by Carleton University’s Maps, Data, and Government Information Centre (MADGIC) with funding provided by a Young Canada Works summer internship grant.</p> <p>For 1929-2016, ArcMap 10.2 was used to process open data files provided by the cities of Ottawa and Gatineau, with scanned transit maps from OC Transpo used as reference. After 2016, (vector - polyline) feature layers with individual transit routes were compiled at Carleton's MacOdrum Library from static GTFS files provided by the City of Ottawa.</p> <p>Each feature layer includes all individual transit routes operated by OC Transpo that year, and it contains information for:</p> <ul> <li>Route Number</li> <li>Route Type (Regular, Peak, Express, Rural, etc.)</li> <li>Mode of Transportation (bus, train)</li> <li>Year</li> </ul> <p>More details about the project and data processing can be found under Data Quality and Additional Documentation.</p>",,"<p>OC Transpo. <em>OC Transpo Transit Routes</em> [digital resource: vector]. OC Transpo, (insert date). Retrieved from http://geo.scholarsportal.info/#r/details/_uri@=2260101378.</p>","<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=2260101378"">Access this resource</a> on Scholars Geoportal.</p>",Internet,Transportation,Ontario,vector,http://images.scholarsportal.info/gis/thumbnails/OpenContent/OpenContent_OCTranspo_2020_TransitRoutes.png,,,2260101378,,,,,,,
27507,"Fichiers numériques des limites (FNL), Recensement de 2021",2021,Statistique Canada,Various geospatial formats available.,Public,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=3172152577"">Access this resource</a> on Scholars Geoportal.</p>","<p>Cette série de données contient tous les fichiers numériques des limites (FNL) produit par Statistique Canada pour le recensement de 2021. Cela inclut les ensembles de données suivants:</p> <ul> <li>Aires de diffusion </li><li>Aires de diffusion agrégées</li> <li>Centres de population</li> <li>Circonscriptions électorales fédérales, ordonnance de représentation de 2013</li> <li>Divisions de recensement</li><li>Îlots de diffusion</li> <li>Localités désignées</li> <li>Provinces et Territoires</li> <li>Régions agricoles de recensement</li> <li>Régions de tri d’acheminement (disponible bientôt) </li> <li>Régions économiques</li><li>Régions métropolitaine de recensement et agglomérations de recensement</li> <li>Secteurs de recensement</li><li>Subdivisions de recensement</li><li>Subdivisions de recensement unifies</li></ul><p>À partir de 2020, toutes les limites maintenues par Statistique Canada ont été ajustées sur les entités hydrographiques plus actuelles, précises et cohérentes de CanVec (Données topographiques du Canada – Ressources naturelles Canada), lesquelles respectent les normes internationales en géomatique de façon continue sur l'ensemble du Canada.</p>",,"<p>Statistique Canada. <em>Fichiers numériques des limites (FNL), Recensement de 2021</em> [digital resource: vector]. Statistique Canada, 2021. Retrieved from http://geo.scholarsportal.info/#r/details/_uri@=3172152577.</p>","<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=3172152577"">Access this resource</a> on Scholars Geoportal.</p>",Internet,Boundaries,Ontario,vector,http://images.scholarsportal.info/gis/thumbnails/DLI/DLI_2021_Census_DBF_Fra_Nat_dr.png,,,3172152577,,,,,,,
27517,"Fichier du réseau routier (FRR), Année de recensement 2021",2022,Statistique Canada,Various geospatial formats available.,Public,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=4209572956"">Access this resource</a> on Scholars Geoportal.</p>","<p>Les Fichiers du réseau routier (FRR) sont diffusés dans le but de fournir de l’information géographique de référence pour les données du Recensement de 2021. </p><p>De façon générale, les tranches d’adresses sont fondées sur les logements et sont principalement disponibles pour les grands centres urbains du Canada. Elles peuvent servir à désigner les limites des régions géographiques selon lesquelles les données du recensement sont totalisées, ou à demander l’extraction de données du recensement selon les régions géographiques définies par l’utilisateur.</p>",,"<p>Statistique Canada. <em>Fichier du réseau routier (FRR), Année de recensement 2021</em> [digital resource: vector]. Statistique Canada, 2022. Retrieved from http://geo.scholarsportal.info/#r/details/_uri@=4209572956.</p>","<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=4209572956"">Access this resource</a> on Scholars Geoportal.</p>",Internet,Transportation,Canada,vector,http://images.scholarsportal.info/gis/thumbnails/DLI/DLI_2021_Census_RNF_Fra_Nat_frr.png,,,4209572956,,,,,,,
27529,"Historical Topographic Maps: 1:50,000 Index",1950 - 2020,National Resources Canada (NRCan) / Ministère des Ressources naturelles Canada (RNCan),Various geospatial formats available.,Public,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=2573888891"">Access this resource</a> on Scholars Geoportal.</p>","<p>This topographic map index is a finding aid for map sheets of the 1:50,000 series of the National Topographic System (NTS) Historical Topographic Maps of Canada. Production on this series began in 1950 and continues today.</p> <p>This digitized collection includes over 2700 individual topographic map sheets for the Province of Ontario produced between 1950 and 2011, and over 2000 individual, 1st edition topographic maps for urban areas across Canada. Maps cover mostly populated and border regions, and show both natural and man-made features such as relief, spot heights, administrative boundaries, secondary and side roads, railways, trails, wooded areas, waterways including lakes, rivers, streams and rapids, bridges, buildings, mills, power lines, terrain, and land formations.</p> <p>Once this index is added to the map, clicking on the index tiles will indicate the topographic map coverage. This allows early topographic maps to be found based on regions of interest. When a tile is selected, this search box will populate with all relevant maps that include coverage of the selected area, in chronological order. Maps can then be viewed on the map sheet, downloaded, or explained in greater detail.</p> <p><b>Content advisory:</b> The topographic maps on this site are historical documents that reflect the time and environment in which they were created. Some maps may contain place names and other terms that may be racist, offensive, or derogatory. Many of these place names have been officially rescinded in the years since the creation of the maps, and the Geographic Names Board of Canada, along with provincial naming authorities, continue the ongoing work of removing offensive place names from the Canadian Geographical Names Database (CGNDB). For historical and research purposes, we offer access to these maps in their complete original and unchanged form with the intention of representing Canada’s history of racial and colonial discrimination, and the ensuing legacy of this harm. If you have any questions, comments, or concerns, please contact us at topomaps@scholarsportal.info.</p>",,"<p>National Resources Canada (NRCan) / Ministère des Ressources naturelles Canada (RNCan). <em>Historical Topographic Maps: 1:50,000 Index</em> [digital resource: vector]. National Resources Canada (NRCan) / Ministère des Ressources naturelles Canada (RNCan), (insert date). Retrieved from http://geo.scholarsportal.info/#r/details/_uri@=2573888891.</p>","<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=2573888891"">Access this resource</a> on Scholars Geoportal.</p>",Internet,Historical,Ontario,vector,,,,2573888891,,,,,,,
27567,"Cartographic Boundary Files (CBF), 2021 Census",2022,Statistics Canada,Various geospatial formats available.,Public,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=1339490473"">Access this resource</a> on Scholars Geoportal.</p>","<p>This data series contains all the Cartographic Boundary Files (CBF) produced by Statistics Canada for the 2021 census. This includes the following datasets:</p> <ul> <li>Aggregate Dissemination Areas</li><li>Census Agricultural Regions</li> <li>Census Consolidated Subdivisions</li> <li>Census Divisions</li> <li>Census Metropolitan Areas & Census Agglomerations</li> <li>Census Subdivisions</li> <li>Census Tracts</li> <li>Designated Places</li> <li>Dissemination Areas</li> <li>Dissemination Blocks</li> <li>Economic Regions</li> <li>Federal Electoral Districts, 2013 Representation Order</li> <li>Population Centres</li> <li>Population Ecumene Census Divisions</li> <li>Provinces & Territories</li> </ul> <p>As of 2020, all the boundaries maintained by Statistics Canada have been adjusted to the more current, accurate and consistent CanVec hydrographic features (Topographic Data of Canada – Natural Resources Canada), which comply with international geomatics standards seamlessly across Canada.</p>",,"<p>Statistics Canada. <em>Cartographic Boundary Files (CBF), 2021 Census</em> [digital resource: vector]. Statistics Canada, 2022. Retrieved from http://geo.scholarsportal.info/#r/details/_uri@=1339490473.</p>","<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=1339490473"">Access this resource</a> on Scholars Geoportal.</p>",Internet,Boundaries,Ontario,vector,http://images.scholarsportal.info/gis/thumbnails/DLI/DLI_2021_Census_CBF_Fra_Nat_dr.png,,,1339490473,,,,,,,
27574,University of Toronto Daniels Faculty Lidar,2021,Sky Analytics Inc.,Various geospatial formats available.,Public,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=2062614339"">Access this resource</a> on Scholars Geoportal.</p>","<p>This dataset was deposited by Sky Analytics Inc. A live drone demo in collaboration with the Daniels Faculty was conducted in May 2021. The objective of the demo was to provide insight as to how drones with various payload configurations can be valuable spatial data collection tools for localized sites. An accompanying video is available on YouTube, here: <a href=""https://www.youtube.com/watch?v=rmBjgnOvxOA&t=124s"">https://www.youtube.com/watch?v=rmBjgnOvxOA&t=124s</a> The dataset is comprised of two data files. One is a mobile scan captured by a vehicle mounted with a LIDAR system and a UAV Calibrated file that is a classified point cloud dataset capture with a drone-mounted system. </p><p> <a href=""http://creativecommons.org/licenses/by-nc/4.0/""><img alt=""Creative Commons License"" style=""border-width:0"" src=""https://i.creativecommons.org/l/by-nc/4.0/88x31.png"" /></a><br /><span xmlns:dct=""http://purl.org/dc/terms/"" href=""http://purl.org/dc/dcmitype/Dataset"" property=""dct:title"" rel=""dct:type"">John H. Daniels Faculty of Architecture, Landscape and Design LiDAR Scan</span> by <a xmlns:cc=""http://creativecommons.org/ns#"" href=""www.skyanalytics.ca"" property=""cc:attributionName"" rel=""cc:attributionURL"">Sky Analytics Inc. and Altitude Geospatial Inc.</a> is licensed under a <a rel=""license"" href=""http://creativecommons.org/licenses/by-nc/4.0/"">Creative Commons Attribution-NonCommercial 4.0 International License</a>.</p> <p> See also <a href=""https://dataverse.scholarsportal.info/dataset.xhtml?persistentId=doi:10.5683/SP3/XNN0M2"">https://dataverse.scholarsportal.info/dataset.xhtml?persistentId=doi:10.5683/SP3/XNN0M2</a> </p>",,"<p>Sky Analytics Inc. <em>University of Toronto Daniels Faculty Lidar</em> [digital resource: grid]. Sky Analytics Inc., 2021. Retrieved from http://geo.scholarsportal.info/#r/details/_uri@=2062614339.</p>","<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=2062614339"">Access this resource</a> on Scholars Geoportal.</p>",Internet,Human Environment,,grid,,,,2062614339,,,,,,,
27604,"Digital Boundary Files (DBF), 2021 Census",2022,Statistics Canada,Various geospatial formats available.,Public,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=2459296538"">Access this resource</a> on Scholars Geoportal.</p>","<p>This data series contains all the Digital Boundary Files (DBF) produced by Statistics Canada for the 2021 census. This includes the following datasets:</p> <ul> <li>Aggregate Dissemination Areas</li><li>Census Agricultural Regions</li> <li>Census Consolidated Subdivisions</li> <li>Census Divisions</li> <li>Census Metropolitan Areas & Census Agglomerations</li> <li>Census Subdivisions</li> <li>Census Tracts</li> <li>Designated Places</li> <li>Dissemination Areas</li> <li>Dissemination Blocks</li> <li>Economic Regions</li> <li>Federal Electoral Districts, 2013 Representation Order</li> <li>Population Centres</li><li>Provinces & Territories</li> </ul> <p>As of 2020, all the boundaries maintained by Statistics Canada have been adjusted to the more current, accurate and consistent CanVec hydrographic features (Topographic Data of Canada – Natural Resources Canada), which comply with international geomatics standards seamlessly across Canada.</p>",,"<p>Statistics Canada. <em>Digital Boundary Files (DBF), 2021 Census</em> [digital resource: vector]. Statistics Canada, 2022. Retrieved from http://geo.scholarsportal.info/#r/details/_uri@=2459296538.</p>","<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=2459296538"">Access this resource</a> on Scholars Geoportal.</p>",Internet,Boundaries,Ontario,vector,http://images.scholarsportal.info/gis/thumbnails/DLI/DLI_2021_Census_DBF_Eng_Nat_cd.png,,,2459296538,,,,,,,
27621,"Fichiers des Limites Cartographiques (FLC), Recensement de 2021",2022,Statistique Canada,Various geospatial formats available.,Public,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=2052346512"">Access this resource</a> on Scholars Geoportal.</p>","<p>Cette série de données contient tous les fichiers des limites cartographiques (FLC) produit par Statistique Canada pour le recensement de 2021. Cela inclut les ensembles de données suivants:</p> <ul> <li>Aires de diffusion </li> <li>Aires de diffusion agrégées</li><li>Centres de population</li> <li>Circonscriptions électorales fédérales, ordonnance de représentation de 2013</li> <li>Divisions de recensement</li> <li>Divisions de recensement - écoumène de population</li> <li>Îlots de diffusion</li> <li>Localités désignées</li> <li>Provinces et Territoires</li> <li>Régions agricoles de recensement</li> <li>Régions économiques</li><li>Régions métropolitaine de recensement et agglomérations de recensement</li> <li>Secteurs de recensement</li><li>Subdivisions de recensement</li> <li> Subdivisions de recensement unifies</li> </ul><p>À partir de 2020, toutes les limites maintenues par Statistique Canada ont été ajustées sur les entités hydrographiques plus actuelles, précises et cohérentes de CanVec (Données topographiques du Canada – Ressources naturelles Canada), lesquelles respectent les normes internationales en géomatique de façon continue sur l'ensemble du Canada. </p>",,"<p>Statistique Canada. <em>Fichiers des Limites Cartographiques (FLC), Recensement de 2021</em> [digital resource: vector]. Statistique Canada, 2022. Retrieved from http://geo.scholarsportal.info/#r/details/_uri@=2052346512.</p>","<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=2052346512"">Access this resource</a> on Scholars Geoportal.</p>",Internet,Boundaries,Ontario,vector,http://images.scholarsportal.info/gis/thumbnails/DLI/DLI_2021_Census_CBF_Fra_Nat_dr.png,,,2052346512,,,,,,,
27636,"Road Network File (RNF), 2021 Census",2022,Statistics Canada,Various geospatial formats available.,Public,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=2035792167"">Access this resource</a> on Scholars Geoportal.</p>","<p>The Road Network File is a digital representation of Canada´s national road network, containing information such as major roads, street names, types, directions and address ranges. Address ranges are dwelling-based and occur mainly in large urban centres of Canada. The 2021 Census Road Network File also includes the unique identifier, name and type for each side of a street arc (where applicable) for the following geographic levels: provinces and territories, census subdivisions, census metropolitan areas and census agglomerations. In the 2021 Census Road Network File, streets are ranked according to five levels of detail, suitable for mapping at small to medium scales.</p><p>The 2021 Road Network File is available as part of the 2021 suite of Geography products, and used in conjunction with products and services from the 2021 Census.</p>",,"<p>Statistics Canada. <em>Road Network File (RNF), 2021 Census</em> [digital resource: vector]. Statistics Canada, 2022. Retrieved from http://geo.scholarsportal.info/#r/details/_uri@=2035792167.</p>","<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=2035792167"">Access this resource</a> on Scholars Geoportal.</p>",Internet,Transportation,Canada,vector,http://images.scholarsportal.info/gis/thumbnails/DLI/DLI_2021_Census_RNF_Eng_Nat_rnf.png,,,2035792167,,,,,,,
28360,"Goch, Eastern Holland. 1:25,000. Map Sheet 4302, 3rd Edition, December 1944",1944,United States. Army Map Service,Various geospatial formats available.,Public,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=WWIIMMGoch_1944_TIFF"">Access this resource</a> on Scholars Geoportal.</p>","<p>This is a 1:25,000 scale map of the region of Goch, Eastern Holland. It is the third edition of this map. The base map was published by the United States Army Map Service in 1944, and the overprint was published by the Royal Canadian Engineers in December 1944.</p><p>This overprint utilizes the Nord de Guerre Zone Grid.</p><p>Production information for the map is 19M/12/44/3RCE/5499.</p>",,"<p>United States. Army Map Service. <em>Goch, Eastern Holland. 1:25,000. Map Sheet 4302, 3rd Edition, December 1944</em> [digital resource: grid]. United States. Army Map Service, 1944. Retrieved from http://geo.scholarsportal.info/#r/details/_uri@=WWIIMMGoch_1944_TIFF.</p>","<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=WWIIMMGoch_1944_TIFF"">Access this resource</a> on Scholars Geoportal.</p>",Internet,Historical,,grid,http://images.scholarsportal.info/gis/thumbnails/OpenContent/WWIIMMGoch_1944_TIFF.png,,,WWIIMMGoch_1944_TIFF,,,,,,,
28361,"Le Havre, France (SW). 1:10,000. Map Sheet 2, 2nd Edition, Town Plan, Defence Overprint, 5 September 1944",1944,Great Britain. War Office. General Staff. Geographical Section.,Various geospatial formats available.,Public,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=WWIIMMLeHavreSW_1944_TIFF"">Access this resource</a> on Scholars Geoportal.</p>","<p>This is a 1:10,000 scale map (defence overprint) of the region of Le Havre, France (SW). It is the second edition of this map, published on September 5, 1944 by the Geographical Section, General Staff (GSGS) of the War Office of Great Britain.</p><p>This overprint utilizes the Nord de Guerre Zone Grid.</p><p>Production information for the overprint is 1500/9/44/3RCE/5153.</p>",,"<p>Great Britain. War Office. General Staff. Geographical Section. <em>Le Havre, France (SW). 1:10,000. Map Sheet 2, 2nd Edition, Town Plan, Defence Overprint, 5 September 1944</em> [digital resource: grid]. Great Britain. War Office. General Staff. Geographical Section., 1944. Retrieved from http://geo.scholarsportal.info/#r/details/_uri@=WWIIMMLeHavreSW_1944_TIFF.</p>","<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=WWIIMMLeHavreSW_1944_TIFF"">Access this resource</a> on Scholars Geoportal.</p>",Internet,Historical,,grid,http://images.scholarsportal.info/gis/thumbnails/OpenContent/WWIIMMLeHavreSW_1944_TIFF.png,,,WWIIMMLeHavreSW_1944_TIFF,,,,,,,
28362,"Xanten, Germany. 1:25,000. Map Sheet 4304, 3rd Edition, Defence Overprint, 20 February 1945",1945,Great Britain. War Office. General Staff. Geographical Section.,Various geospatial formats available.,Public,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=WWIIMMXanten_1945_TIFF"">Access this resource</a> on Scholars Geoportal.</p>","<p>This is a 1:25,000 scale map (defence overprint) of the region of Xanten, Germany. It is the third edition of this map, published on February 20, 1945 by the Geographical Section, General Staff (GSGS) of the War Office of Great Britain.</p><p>This overprint was referenced from air photographs taken February 16, 1945, and utilizes the Nord de Guerre Zone Grid.</p><p>Production information for the map is 3220/2/45/3RCE/5665.</p>",,"<p>Great Britain. War Office. General Staff. Geographical Section. <em>Xanten, Germany. 1:25,000. Map Sheet 4304, 3rd Edition, Defence Overprint, 20 February 1945</em> [digital resource: grid]. Great Britain. War Office. General Staff. Geographical Section., 1945. Retrieved from http://geo.scholarsportal.info/#r/details/_uri@=WWIIMMXanten_1945_TIFF.</p>","<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=WWIIMMXanten_1945_TIFF"">Access this resource</a> on Scholars Geoportal.</p>",Internet,Historical,,grid,http://images.scholarsportal.info/gis/thumbnails/OpenContent/WWIIMMXanten_1945_TIFF.png,,,WWIIMMXanten_1945_TIFF,,,,,,,
28363,"Rees, Germany. 1:25,000. Map Sheet 4204, 3rd Edition, Defence Overprint, 6 February 1945",1945,Great Britain. War Office. General Staff. Geographical Section.,Various geospatial formats available.,Public,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=WWIIMMRees_02061945_TIFF"">Access this resource</a> on Scholars Geoportal.</p>","<p>This is a 1:25,000 scale map (defence overprint) of the region of Rees, Germany. It is the third edition of this map and the first revision of the defence overprint, published on February 6, 1945 by the Geographical Section, General Staff (GSGS) of the War Office of Great Britain.</p><p>This overprint was referenced from air photographs taken January 24, 1945 and utilizes the Nord de Guerre Zone Grid.</p><p>Production information for the base map is 15M/1/45/3RCE/5573. Production information for the overprint is 5695/2/45/3RCE/5611.</p>",,"<p>Great Britain. War Office. General Staff. Geographical Section. <em>Rees, Germany. 1:25,000. Map Sheet 4204, 3rd Edition, Defence Overprint, 6 February 1945</em> [digital resource: grid]. Great Britain. War Office. General Staff. Geographical Section., 1945. Retrieved from http://geo.scholarsportal.info/#r/details/_uri@=WWIIMMRees_02061945_TIFF.</p>","<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=WWIIMMRees_02061945_TIFF"">Access this resource</a> on Scholars Geoportal.</p>",Internet,Historical,,grid,http://images.scholarsportal.info/gis/thumbnails/OpenContent/WWIIMMRees_02061945_TIFF.png,,,WWIIMMRees_02061945_TIFF,,,,,,,
28364,"Geldern, Eastern Holland. 1:25,000. Map Sheet 4403, 2nd Edition, Defence Overprint, 18 December 1944",1944,United States. Army Map Service,Various geospatial formats available.,Public,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=WWIIMMGeldern_1944_TIFF"">Access this resource</a> on Scholars Geoportal.</p>","<p>This is a 1:25,000 scale map (defence overprint) of the region of Geldern, Eastern Holland. It is the second edition of this map, published on December 18, 1944 by the Army Map Service of the United States Armed Forces.</p><p>This overprint was referenced from air photographs taken December 15, 1944, and utilizes the Nord de Guerre Zone Grid (Blue).</p><p>Production information for the overprint is 2M/12/44/3RCE/5489.</p>",,"<p>United States. Army Map Service. <em>Geldern, Eastern Holland. 1:25,000. Map Sheet 4403, 2nd Edition, Defence Overprint, 18 December 1944</em> [digital resource: grid]. United States. Army Map Service, 1944. Retrieved from http://geo.scholarsportal.info/#r/details/_uri@=WWIIMMGeldern_1944_TIFF.</p>","<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=WWIIMMGeldern_1944_TIFF"">Access this resource</a> on Scholars Geoportal.</p>",Internet,Historical,,grid,http://images.scholarsportal.info/gis/thumbnails/OpenContent/WWIIMMGeldern_1944_TIFF.png,,,WWIIMMGeldern_1944_TIFF,,,,,,,
28365,"Porto Di Pesaro, Italy. 1:25,000. Map Sheet 109-1 NE, 3rd Edition, Going Overprint, August 1944",1944,Great Britain. War Office. General Staff. Geographical Section.,Various geospatial formats available.,Public,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=WWIIMMPoroDiPesaro_1944_TIFF"">Access this resource</a> on Scholars Geoportal.</p>","<p>This is a 1:25,000 scale going map of the region of Porto Di Pesaro, Italy. It is the third edition of this map, published in August 1944 by the Geographical Section, General Staff (GSGS) of the War Office of Great Britain.</p><p>This overprint was created for the purpose of assessing obstacles and terrain for armoured fighting vehicles (AFV).</p>",,"<p>Great Britain. War Office. General Staff. Geographical Section. <em>Porto Di Pesaro, Italy. 1:25,000. Map Sheet 109-1 NE, 3rd Edition, Going Overprint, August 1944</em> [digital resource: grid]. Great Britain. War Office. General Staff. Geographical Section., 1944. Retrieved from http://geo.scholarsportal.info/#r/details/_uri@=WWIIMMPoroDiPesaro_1944_TIFF.</p>","<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=WWIIMMPoroDiPesaro_1944_TIFF"">Access this resource</a> on Scholars Geoportal.</p>",Internet,Historical,,grid,http://images.scholarsportal.info/gis/thumbnails/OpenContent/WWIIMMPoroDiPesaro_1944_TIFF.png,,,WWIIMMPoroDiPesaro_1944_TIFF,,,,,,,
28366,"Zeebrugge SW, France and Belgium. 1:25,000. Map Sheet 21 SW, Defence Overprint, 10 September 1944",1944,Great Britain. War Office. General Staff. Geographical Section.,Various geospatial formats available.,Public,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=WWIIMMZeebruggeSW_10091944_TIFF"">Access this resource</a> on Scholars Geoportal.</p>","<p>This is a 1:25,000 scale map (defence overprint) of the region of Zeebrugge, France and Belgium. It was published on September 10, 1944 by the Geographical Section, General Staff (GSGS) of the War Office of Great Britain.</p><p>This overprint utilizes the Nord de Guerre Zone Grid.</p><p>Production information for the base map is 2500/9/44/3RCE/5195. Production information for the overprint is 1130/9/44/3RCE/5193.</p>",,"<p>Great Britain. War Office. General Staff. Geographical Section. <em>Zeebrugge SW, France and Belgium. 1:25,000. Map Sheet 21 SW, Defence Overprint, 10 September 1944</em> [digital resource: grid]. Great Britain. War Office. General Staff. Geographical Section., 1944. Retrieved from http://geo.scholarsportal.info/#r/details/_uri@=WWIIMMZeebruggeSW_10091944_TIFF.</p>","<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=WWIIMMZeebruggeSW_10091944_TIFF"">Access this resource</a> on Scholars Geoportal.</p>",Internet,Historical,,grid,http://images.scholarsportal.info/gis/thumbnails/OpenContent/WWIIMMZeebruggeSW_10091944_TIFF.png,,,WWIIMMZeebruggeSW_10091944_TIFF,,,,,,,
28367,"Calais, France. 1:25,000. Composite Map, Defence Overprint, 12 September 1944",1944,Great Britain. War Office. General Staff. Geographical Section.,Various geospatial formats available.,Public,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=WWIIMMCalais_1944_TIFF"">Access this resource</a> on Scholars Geoportal.</p>","<p>This is a 1:25,000 scale composite map (defence overprint) of Calais, France, published on September 12, 1944. It is a composite of several sheets (38 NE, 39 NW, 28 SW) published by the Geographical Section, General Staff (GSGS) of the War Office of Great Britain.</p><p>Production information for the overprint is 2010/9/44/3RCE/5170.</p>",,"<p>Great Britain. War Office. General Staff. Geographical Section. <em>Calais, France. 1:25,000. Composite Map, Defence Overprint, 12 September 1944</em> [digital resource: grid]. Great Britain. War Office. General Staff. Geographical Section., 1944. Retrieved from http://geo.scholarsportal.info/#r/details/_uri@=WWIIMMCalais_1944_TIFF.</p>","<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=WWIIMMCalais_1944_TIFF"">Access this resource</a> on Scholars Geoportal.</p>",Internet,Historical,,grid,http://images.scholarsportal.info/gis/thumbnails/OpenContent/WWIIMMCalais_1944_TIFF.png,,,WWIIMMCalais_1944_TIFF,,,,,,,
