Nid,Title,Year,Author,Format,Who can use this data,URL,Abstract,Metadata,How to Cite This,Scholars Geoportal URL,To Delete,Geospatial Availability,Geospatial Subjects New,Geospatial Geography,Geospatial Formats,filepath,field_geospatial_image_alt,field_geospatial_image_title
6070,CanMap StreetFiles,"Annual, from 2001",<p>DMTI Spatial Inc.</p>,Shapefile (.shp),McMaster Students / Staff / Faculty only,"<p>Data can be downloaded via <a href=""http://geo1.scholarsportal.info/#r/search/_queries@=DMTI%20CanMap%20Streetfiles;&fields@=;&sort=relevance&limit=entitled"">Scholars GeoPortal</a>.</p>","<p>This very popular dataset describes road networks and various topographic features across Canada.  A separate dataset is provided for each province, except for the ""Canada"" directory, which contains capital cities, national water, time zones, and provincial, regional, and area code boundaries for the whole country. </p>
<p>The ""Streets"" directory contains separate shapefiles for all roads, just major roads and highways, or just highways, as well as road casement regions at a variety of levels.  The ""Points of Interest"" directory contains point files for locations which are primarily associated with road-based transportation, such as car pool lots, toll booths, transportation stops etc..  The ""Topo"" directory contains shapefiles which describe various topographic features, such as rail and transit lines, pipelines and transmission, other transportation, building points and footprints, hydrography and hydrographic structures, parks and recreation, wetlands, vegetation, and land use.</p>
<p>This product is identical to the DMTI product ""RouteLogistics"", except it DOES NOT CONTAIN the following features: airports/aerodromes, weigh stations, forward sortation area (FSA) boundaries, turn restrictions at intersections, speed limits, and bridges and tunnels.  If you are interested in any of these features, the Map Collection's webpage for ""RouteLogistics"" can be found at the following link: <a href=""http://library.mcmaster.ca/maps/geospatial/route-logistics"">http://library.mcmaster.ca/maps/geospatial/route-logistics</a></p>
<p>Available to Canadian universities under <a class=""ext"" href=""http://prod.library.utoronto.ca:8090/maplib/DMTI/"">DMTI Spatial SMART Consortium agreement</a>.  The earliest version of this data available through McMaster University Library is 2001. Annual updates are received in October or November of every year, so a version is available for each year after 2001.</p>","<p>A User Manual and Data Dictionary in PDF format are available for each dataset through Scholars GeoPortal.</p>
","<p>Author. <i>Title</i> [format].  Edition.  Place of publication: Publisher, Date.</p>
<p>DMTI Spatial Inc. <em>CanMap Streetfiles</em> [computer file]. v2011.3. Markham, Ontario: DMTI Spatial Inc., 2011.</p>
","<p>Several datasets are available at GeoPortal with a search for <a href=""http://geo1.scholarsportal.info/#r/search/_queries@=DMTI%20CanMap%20Streetfiles;&fields@=;&sort=relevance&limit=entitled"">""CanMap StreetFiles""</a>.</p>",Delete,Library,Boundaries||Human Environment||Transportation||Water Resources,Canada||Hamilton||Ontario,Shapefile,sites/default/files/geospatial/canmapstreetfile1.jpg,canmapstreetfile.jpg,canmapstreetfile.jpg
6129,McMaster University Campus Plan 2009,2009,"<p>McMaster University, Facility Services, Drafting</p>
","Shapefile (.shp), AutoCAD (.dxf, .dwg)",McMaster Students / Staff / Faculty only,,"<p>A detailed plan of the entire McMaster University Campus, including the western student parking zones.  Each building has a unique ID number, and the legend describing the names of the buildings is superimposed directly on the map.  Also included with the legend is a list of buildings that have been added or removed since the previous plan.</p>
<p>Plans for 2015, 2013, 2012, 2010, 2006, 2004, 2002, and 1999 are also available through the Map Collection.</p>
",<p>No metadata available.</p>,"<p><strong>Format:</strong> Producer, <em>Name</em>. City, Province: Publisher (Year).</p>
<p><strong>Example:</strong> McMaster University Facility Services, Drafting, <em>McMaster University Campus Plan</em>. Hamilton, ON: McMaster University (2009)</p>
",N/A,Delete,Library,Human Environment,Hamilton,DWF,sites/default/files/geospatial/McMaster2009.JPG,McMaster2009.JPG,McMaster2009.JPG
6130,McMaster University Campus Plan 2006,2006,"<p>McMaster University, Facility Services, Drafting</p>
","Shapefile (.shp), AutoCAD (.dxf, .dwg)",McMaster Students / Staff / Faculty only,,"<p>A detailed plan of the entire McMaster University Campus, including the western student parking zones.  Each building has a unique ID number, and the legend describing the names of the buildings is superimposed directly on the map.  Also included with the legend is a list of buildings that have been added or removed since the previous plan.</p>
<p>Plans for 2015, 2013, 2012, 2010, 2009, 2004, 2002, and 1999 are also available through the Map Collection.</p>
",<p>No metadata available.</p>,"<p>McMaster University Facility Services, Drafting, <em>McMaster University Campus Plan</em>. Hamilton, ON: McMaster University (2006)</p>
",N/A,Delete,Library,Human Environment,Hamilton,DWF,sites/default/files/geospatial/McMaster2006.JPG,McMaster2006.JPG,McMaster2006.JPG
6131,McMaster University Campus Plan 2004,2004,"<p>McMaster University, Facility Services, Drafting</p>
","Shapefile (.shp), AutoCAD (.dxf, .dwg)",McMaster Students / Staff / Faculty only,,"<p>A detailed plan of the entire McMaster University Campus, including the western student parking zones.  Each building has a unique ID number, and the legend describing the names of the buildings is superimposed directly on the map.</p>
<p>Plans for 2015, 2013, 2012, 2010, 2009, 2006, 2002, and 1999 are also available through the Map Collection.</p>
",<p>No metadata available.</p>,"<p>McMaster University Facility Services, Drafting, <em>McMaster University Campus Plan</em>. Hamilton, ON: McMaster University (2004)</p>
",N/A,Delete,Library,Human Environment,Hamilton,DWF,sites/default/files/geospatial/McMaster2004.JPG,McMaster2004.JPG,McMaster2004.JPG
6133,McMaster University Campus Plan 2002,2002,"<p>McMaster University, Facility Services, Drafting</p>
","Shapefile (.shp), AutoCAD (.dxf, .dwg)",McMaster Students / Staff / Faculty only,,"<p>A detailed plan of the entire McMaster University Campus, including the western student parking zones.  Each building has a unique ID number, and the legend describing the names of the buildings is superimposed directly on the map.</p>
<p>Plans for 2015, 2013, 2012, 2010, 2009, 2006, 2004, and 1999 are also available through the Map Collection.</p>
",<p>No metadata available.</p>,"<p>McMaster University Facility Services, Drafting, <em>McMaster University Campus Plan</em>. Hamilton, ON: McMaster University (2002)</p>
",N/A,Delete,Library,Human Environment,Hamilton,DWF,sites/default/files/geospatial/McMaster2002.JPG,McMaster2002.JPG,McMaster2002.JPG
6167,London Orthophotos 2009,2009,"<p>City of London, Ontario. Environmental and Engineering Services Department.  Geomatics Division.</p>
",MrSID,McMaster Students / Staff / Faculty only,,"<p>Digital colour orthophotography coverage of the entire City of London flown April, 2009. The imagery is available as one complete mosaic.</p>
","<p>A very basic ""readme"" file is delivered with the dataset.</p>
","<p>City of London, Environmental and Engineering Services Dept., Geomatics Division. <i>London Digital Orthophotos 2009</i> [computer file]. London, Ontario: The City of London, 2009.</p>
",N/A,Delete,Library,Remote Sensing and Air Photos,Ontario,MrSID,sites/default/files/geospatial/london2009.JPG,london2009.JPG,london2009.JPG
6176,Hamilton Parcel/Land Use Data,2010,"<p>Teranet Inc. and The City of Hamilton, Dept. of Planning and Economic  Development.</p>
",Shapefile (.shp),McMaster Students / Staff / Faculty only,,"<p>This data was provided by The City of Hamilton, Dept. of Planning and Economic Development, GIS - Planning and Analysis.</p>
<p>This dataset delineates all land parcels in the City of Hamilton, and provides the street address, as well as the type of land use for each parcel.  Land use is generally classified as: Residential, Institutional, Office, Commercial, Warehousing/Wholesale/Storage, Industrial, Utilities/Transportation, Parks/Open Space, Agriculture, Vacant Lands/Parking, and Miscellaneous.</p>
<p>Within each of these classes, the parcels are more specifically classified, as described below:</p>
<ul>
<li>Residential - subdivided into detached house, semi-detached house, row/townhouse, apartment, mobile home etc.</li>
<li>Institutional - subdivided into pre-school, elementary/secondary school, post secondary institution, place of worship, galleries, emergency and military services, government, hospital, rooming house, correctional services etc.</li>
<li>Commercial - subdivided into general retail, recreation and sports clubs, restaurant, auto sales and repairs, auto service station, accomodations etc.</li>
<li>Industrial - subdivided into light, medium, and heavy industry, as well as mines/quarries/gravel pits.</li>
<li>Utilities - subdivided into heat/hydro/energy station, waste water, landfill, and transmission.</li>
<li>Transportation - subdivided into railway yards, public depots, port facilities and airports.</li>
<li>Parks/Open Space - subdivided into outdoor amusement/exhibition grounds, open space, golf course, burial facilities etc.</li>
<li>Vacant Lots - subdivided by residential, institutional, industrial etc.</li>
<li>Parking - subdivided by private and municipal.</li>
</ul>
<p>In addition to the above attributes, this dataset and provides some information about legal ownership.  This information is provided in an attribute column called ""Legal Text"".  Other attributes include Municipality, and Parcel Dimensions (Frontage and Depth).</p>
","<p>No metadata received for this dataset.</p>
","<p><em>Teranet Inc., Hamilton Parcel/Land Use Data</em> [computer file]. Hamilton, Ontario: City of Hamilton, Dept. of Planning and Economic Development, 2010.</p>
",N/A,Delete,Library,Boundaries||Human Environment,Hamilton,Shapefile,sites/default/files/geospatial/parcel2010.JPG,parcel2010.JPG,parcel2010.JPG
6177,Hamilton Vector Data Set 2010,2010,"<p>City of Hamilton, Information Technology Services, GIS Services.</p>
",Shapefile (.shp),McMaster Students / Staff / Faculty only,,"<p>The majority of this vector data of the City of Hamilton was derived from air photos. This dataset includes sidewalks, all roads, railways, contours, ward boundaries, the escarpment, watermains, sewer, trails, building outlines, shorelines.</p>
<p>Layers also found in the 2007 dataset include: Buildings, Bus Routes (including Bus Stops), Contours, The Escarpment, Railways, Road Edge, Road Centerline, Sewer Mains and Manholes, Shoreline, Sidewalks, Trails, Ward Boundaries and Municipal Boundaries, and Water Valves, Nodes, and Mains.</p>
<p>Additional layers included in this dataset (i.e. not available in the 2007 dataset) include: Airports, Bikeways, Conservation Authority Areas, Parks, Parking Lots, and a variety of points of interest, including Arenas, beaches, Cemeraties, Colleges/Universities, Fire Stations, Golf Courses, Hospitals, Libraries, Museums and Galleries, Longterm Care Facilities, Places of Worship, Playlots, Pools, Police Stations, Recreation and Community Centres, Residential Care Facilities, and Schools.</p>
<p>Informative attribute data is included with each layer.  Roads and trails have names, calculated length etc.  Points of interest have general attributes (name, address, phone number, square footage etc.) as well as specific attributes (e.g. libraries have # of books in circulation, places of worship have denomination, fire hydrants have flow rates etc.).</p>
","<p>A basic metadata document is provided in Excel format.  For each layer, it has a description of the attributes, the data source, geographic extent, and update frequency/most recent update.  The document is provided upon delivery, or can be viewed in the Map Collection at H:\GIS\Data\Canada\ON\Hamilton\Vector_Data_2010\Hamilton_vector_2010_metadata.xls</p>
","<p><em>City of Hamilton Vector GIS Data</em> [computer file]. Hamilton, ON: City of Hamilton GIS Services, 2010.</p>
",N/A,Delete,Library,Boundaries||Human Environment||Physical Environment||Topography||Transportation||Water Resources,Hamilton,Shapefile,sites/default/files/geospatial/vector2010.JPG,vector2010.JPG,vector2010.JPG
6182,Southern Ontario Land Resource Information System (SOLRIS),"2000 - 2002, published 2008","<p>Ontario Ministry of Natural Resources</p>
","GRID, Shapefile (.shp)",Public,"<p>Available for download through <a href=""https://www.javacoeapp.lrc.gov.on.ca/geonetwork?uuid=c42f0216-df61-405f-8b99-0e613e1cfc85"">Land Information Ontario</a>.</p>","<p>From the SOLRIS Accuracy Assessment Report: ""Southern Ontario Land Resource Information System (SOLRIS) is a comprehensive landscape scale inventory of southern Ontario's natural, rural and urban areas.  SOLRIS is a response to regional information requirements and the planning level for provincial initiatives such as Source Water Protection and Natural Spaces"". </p>
<p>SOLRIS was initially developed by the MNR's Science and Information Branch (SIB) in partnership with Ducks Unlimited, but ultimately involved partnership with several other agencies.  The final version of SOLRIS (v1.2) is made available through the Ontario Geographic Data Exchange (OGDE) as part of the Land Information Ontario (LIO) data warehouse.</p>
<p>SOLRIS was created by intergrating geospatial databases of forests and wetlands with topographic maps, aerial photos and satellite imagery for seamless coverage of Ecoregions 6E and 7E.  The resulting inventory divides the Southern Ontario landscape according to the Ecological Land Classification (ELC) described in Lee et al<em>.</em>, 1998.  These classifications include: Open Cliff and Talus, Alvar, Shoreline, Open Shoreline, Sand Barren and Dune (Open and Treed),  Open Tallgrass Prairie, Tallgrass Savannah, Tallgrass Woodland, Forest, Coniferous Forest, Mixed Forest, Deciduous Forest, Plantations, Hedgerows, Transportation, Extraction, Built-up Area (Pervious and Impervious), Swamp, Fen, Bog, Marsh, and Open Water. Please note that there are large tracts of land which are classified as ""Undifferentiated"".</p>
<p>Two versions are available.  Version 1.1 covers a smaller geographic extent (primarily the Golden Horsehoe area), but has much less area classified as undifferentiated.  Version 1.2 is the ""final"" version, with full coverage of southern Ontario.  Data are available in ESRI GRID raster format and ESRI shapefile vector format in both versions.</p>
","<p>Available metadata documents include:</p>
<ol><li>A brief FAQ which describes the verion history of SOLRIS</li>
<li>A comprehensive Data Specification sheet, which provides descriptions and data sources for the 25 data classes</li>
<li>A brief Accuracy Assessment FAQ, as well as the full (44 page) Accuracy Assessment Report</li>
</ol><p>All documents can be provided upon data delivery.</p>
","<p><em>Southern Ontario Land Resource Information System (2000-2002)</em> [computer file]. Version 1.2. Peterborough, Ontario: The Ontario Ministry of Natural Resources, 2008.</p>
","<p>Available for download through <a href=""http://geo.scholarsportal.info/#r/details/_uri@=322849973"">Scholars GeoPortal</a>.</p>",Delete,Library,Physical Environment,Hamilton||Ontario,ASCII||Shapefile,sites/default/files/geospatial/SOLRIS.JPG,SOLRIS.JPG,SOLRIS.JPG
6204,Toronto Fire Insurance Plans - 1890,1890,"<p>Charles E. Goad</p>
",MrSID,McMaster Students / Staff / Faculty only,,"<p>This set of fire insurance plans covers downtown Toronto and the Toronto Islands. These maps were scanned and georeferenced by the Georia Project at the University of Toronto (<a href=""http://mercator.geog.utoronto.ca/georia/menu.htm"">http://mercator.geog.utoronto.ca/georia/menu.htm</a>) from an original atlas at Toronto Public Library, Toronto Reference Library (Atlas Collection).</p>
<p>Fire insurance plans provide detailed information about the history of the buildings and land use. Building outlines are included in the maps. These maps can be used to determine when a building was built or demolished, the details of building materials, the position of a building on a lot, and in some cases the name and function of the business.</p>
","<p>No metadata available. Some additional information is provided on the <a href=""http://mercator.geog.utoronto.ca/georia/datasum/dataset_GOAD.htm"">Georia website</a>.</p>","<p>Goad, Chas. E. <i>Atlas of the City of Toronto and Suburbs, Founded on Registered Plans and Special Surveys, Showing Plan Numbers, Lots & Buildings.</i> Toronto: Chas. E. Goad, 1890.</p>
",N/A,Delete,Library,Human Environment,Ontario,MrSID,sites/default/files/geospatial/FIP1890.JPG,FIP1890.JPG,FIP1890.JPG
6205,Toronto Fire Insurance Plans - 1910,1910,"<p>Charles E. Goad</p>
",MrSID,McMaster Students / Staff / Faculty only,,"<p>This set of fire insurance plans is provided in three volumes with the following coverage:</p>
<ul><li>Volume 1: Downtown Toronto and the Toronto Island.</li>
<li>Volume 2: West and Northwest Toronto</li>
<li>Volume 3: East and Northeast Toronto</li>
</ul><p>These maps were scanned and georeferenced by the Georia Project at the University of Toronto (<a href=""http://mercator.geog.utoronto.ca/georia/menu.htm"">http://mercator.geog.utoronto.ca/georia/menu.htm</a>) from an original atlas at Toronto Public Library, Toronto Reference Library (Atlas Collection).</p>
<p>Fire insurance plans provide detailed information about the history of the buildings and land use. Building outlines are included in the maps. These maps can be used to determine when a building was built or demolished, the details of building materials, the position of a building on a lot, and in some cases the name and function of the business.</p>
","<p>No metadata available. Some additional information is provided on the <a href=""http://mercator.geog.utoronto.ca/georia/datasum/dataset_GOAD.htm"">Georia website</a>.</p>","<p>Goad, Chas. E. <i>Atlas of the City of Toronto and Suburbs, Founded on Registered Plans and Special Surveys, Showing Plan Numbers, Lots & Buildings.</i> Toronto: Chas. E. Goad, 1910.</p>
",N/A,Delete,Library,Human Environment,Ontario,MrSID,sites/default/files/geospatial/FIP1910.JPG,FIP1910.JPG,FIP1910.JPG
6258,Invest in Ontario,Current,"<p>Government of Ontario, Invest in Ontario</p>
",,Public,"<p><a href=""https://www.investinontario.com/certified-sites"">https://www.investinontario.com/certified-sites</a></p>
","<p>GIS-based web tool, which allows investors to select real estate sites for development. This website provides information about currently available properties. Also includes statistics about community demographics, labour market and work force skills. Includes real estate values and information on vacant land by municipality.</p>
<p>No download capability. Can produce on-screen maps and printable reports and tables on properties and statistics.</p>
","<p>User guide at <a href=""http://www.ontario.ca/siteselection/WebHelp/MEDT/en-CA/StartPage.htm"">http://www.ontario.ca/siteselection/WebHelp/MEDT/en-CA/StartPage.htm</a></p>
","<p>Ontario Ministry of Economic Development and Trade. <i>Select Ontario: Invest in Ontario</i> [interactive computer map]. https://www.investinontario.com/certified-sites. Accessed on [date].</p>
",N/A,Delete,Internet,Human Environment,Ontario,Interactive Map,sites/default/files/geospatial/invest_in_ontario.jpg,invest_in_ontario.jpg,Sample webpage from Invest in Ontario
6552,GeoBase Portal,Various,,,Public,"<p>The GeoBase Portal can be accessed at the following link: <a href=""http://geobase.ca/geobase/en/index.html"">http://geobase.ca/geobase/en/index.html</a></p>
","<p>GeoBase is a federal, provincial and territorial government initiative that is overseen by the <a href=""http://geobase.ca/geobase/en/about/organization.html;jsessionid=0520FD19BADEC68F58B1A380D14465C9#ccog"">Canadian Council on Geomatics</a> (CCOG). It is undertaken to ensure the provision of, and access to, a common, up-to-date and maintained base of quality geospatial data for all of Canada. Through the GeoBase portal, users with an interest in the field of geomatics have access to quality geospatial information at no cost and with unrestricted use.</p>
<p>Data are freely available for direct download or viewing online using a web-based spatial data viewer. A username and password are required to access the downloadable content.</p>
<hr /><p> The various data types provided by GeoBase include:</p>
<ul id=""product""><li>Administrative Boundaries</li>
<li>Digital Elevation Data</li>
<li>Geodetic Network</li>
<li>Geographical Names</li>
<li>Land Cover</li>
<li>National Hydro Network</li>
<li>National Road Network</li>
<li>Satellite Imagery</li>
</ul><p>These are available from the drop-down 'Data' menu in the top-left corner of the GeoBase webpage.</p>
<hr /><p>The following are links to existing descriptions for selected GeoBase products:</p>
<p><strong>CanVec</strong> - link: <a href=""http://library.mcmaster.ca/maps/geospatial/national-topographic-database-ntdb"">http://library.mcmaster.ca/maps/geospatial/national-topographic-database-ntdb</a></p>
<p><strong>National Hydro Network </strong>- link: <a href=""http://library.mcmaster.ca/maps/geospatial/national-hydro-network"">http://library.mcmaster.ca/maps/geospatial/national-hydro-network</a></p>
<p><strong>Canadian Digital Elevation Data (1:250 000)</strong> - link: <a href=""http://library.mcmaster.ca/maps/geospatial/canadian-digital-elevation-data-1250-000"">http://library.mcmaster.ca/maps/geospatial/canadian-digital-elevation-data-1250-000</a></p>
<p><strong>Canadian Digital Elevation Data (1:50 000)</strong> - link: <a href=""http://library.mcmaster.ca/maps/geospatial/digital-elevation-data-150000"">http://library.mcmaster.ca/maps/geospatial/digital-elevation-data-150000</a></p>
","<p>Product specifications and full metadata are available via the ""description"" or ""documentation"" link for each geospatial data product.</p>
",,"<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=4201402394"">http://geo.scholarsportal.info/#r/details/_uri@=4201402394</a></p>",Delete,Internet,Boundaries||Climate||Geology||Human Environment||Physical Environment||Remote Sensing and Air Photos||Soils||Topography||Transportation||Water Resources||Portals||Pollution,Canada,,sites/default/files/geospatial/geobase.gif,GeoBase,GeoBase
6563,Ontario's Forest Resources Inventory (FRI) Digital Aerial Imagery,2006 to 2011,"<p>Ontario Ministry of Natural Resources and Forestry, Land Information Ontario</p>
",20 cm Panchromatic and 40 cm Multi-Spectral Digital Orthophotography,McMaster Students / Staff / Faculty only,,"<p>The Forest Resource Inventory (FRI) Project is acquiring imagery for over 500,000 square kilometres of Crown land and forest management areas  in Ontario. The imagery products will include 20 cm panchromatic and 40 cm multi-spectral digital orthophotography.<br />
 <br />
The FRI Project imagery was taken in the summer months, between June and September, with trees in full leaf as opposed to previous projects which traditionally captured imagery in southern Ontario when trees were without foliage.<br /></p>
<p>The FRI imagery is available to Ontario Government ministries and members of the Ontario Geospatial Data Exchange (OGDE) at no cost. All other organizations and members of the public must purchase the imagery.</p>
","<p>Metadata is available through Land Information Ontario's (LIO) <a href=""https://www.javacoeapp.lrc.gov.on.ca/geonetwork?uuid=2ecc3b65-34e5-4404-a718-b9b8e048a9d8"">metadata tool</a>.</p>
","<p><em>Forest Resource Inventory, Digital Aerial Imagery</em> [computer file]. Peterborough: ON, Ministry of Natural Resources, Year.</p>","<p>Scholars GeoPortal - <a href=""http://geo1.scholarsportal.info/#r/search/_queries@=Forest%20Resource%20Inventory%20(FRI),%20Digital%20Aerial%20Imagery;&fields@=;&sort=relevance&limit=entitled"">Forest Resource Inventory (FRI) - Digital Aerial Imagery</a></p>",Delete,Library,Physical Environment||Remote Sensing and Air Photos||Topography,Ontario,geoTIFF,sites/default/files/geospatial/278304.jpg,,
6564,Digital Raster Acquisition Project Eastern Ontario 2008,2008 - 2009,"<p>Ontario Ministry of Natural Resources, Land Information Ontario</p>
","GeoTIFF, MrSID",McMaster Students / Staff / Faculty only,"<p>DRAPE for both 2008 and 2014 is available for download through <a href=""http://geo.scholarsportal.info/#r/details/_uri@=2909045793"">Scholars GeoPortal</a></p>
","<p>The Digital Raster Acquisition Project Eastern Ontario (DRAPE) imagery covers approximately 54,000 square kilometres in eastern Ontario. The imagery is an RGB orthoimage with a resolution of 20 cm and was flown during the spring of 2008 and 2009. </p>
<p>Over 50 organizations contributed funding to the project including: Ontario Government ministries, municipalities, Conservation Authorities, private sector organizations, non-government organizations and a few federal  departments.</p>

","<p>Metadata is available through <a href=""https://www.javacoeapp.lrc.gov.on.ca/geonetwork?uuid=9babfcd9-7528-43c9-bce9-f207cb15cb40"">Land Information Ontario</a></p>
","<p>Digital Raster Acquisition Project Eastern Ontario (DRAPE). [computer file]. Peterborough, ON: Ontario Ministry of Natural Resources and Forestry, Provincial Mapping Unit. [2007]</p>","<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=2909045793"">Scholars GeoPortal - Digital Raster Acquisition Project Eastern Ontario (DRAPE)</a></p>",Delete,Library,Physical Environment||Remote Sensing and Air Photos,Ontario,geoTIFF,sites/default/files/geospatial/278610.jpg,,
6565,Ontario SPOT Pansharpened Orthoimagery 2005-2010,2005 - 2010,"<p>Ontario Ministry of Natural Resouces</p>
","JPG2000 (.jp2), GeoTIFF",McMaster Students / Staff / Faculty only,,"<p>SPOT 4/5 imagery was acquired and orthorectified for the entire country by Natural Resources Canada (NRCAN) within a National SPOT orthoimage project between May 2005 and October 2010. The province of Ontario was a partner in this project.</p>
<p>The original imagery was acquired and processed to have a ground sample distance (GSD or pixel spacing) of 10 metres for a panchromatic band and 20 metres for three multispectral bands. MNR has pan-sharpened and enhanced the images covering Ontario, to form a set of 10 metre multispectral (infra-red, red and green) images. This set of images is available as geo-referenced TIFF and/or JPEG2000 files.</p>
<p>Each band has a radiometry of 8 bits (values between 0 and 255). The multispectral image provides four bands. The minimum cloud-free (2% maximum) coverage required for an image (selected zone) is 40 km x 40 km, panchromatic and multispectral taken simultaneously.</p>
<p>Spatial data is expressed according to Universal Transverse Mercator projection, in reference to the North American Datum 1983 - Canadian Spatial Reference System (NAD83CSRS).</p>
<p>Note that these are individual, overlapping images and do not form a mosaic. A subset of these images covering the Far North of Ontario have been processed into a mosaic. More information on the mosaic can be found in Land Information Ontario's <a href=""https://www.appliometadata.lrc.gov.on.ca/geonetwork?uuid=bcb6a90d-4547-43e4-9de1-2c8a7e76901d"">Metadata Management Tool</a>.</p>
","<p>Included on CD, or through <a href=""https://www.javacoeapp.lrc.gov.on.ca/geonetwork?uuid=350fd1be-a98a-4f08-b6ef-d63f2fc407d5"">Land Information Ontario</a>.</p>
","<p>Ministry of Natural Resources . <em>Ontario SPOT Pansharpened Orthoimagery 2005-2010</em> [computer file]. Peterborough, Ontario: Ministry of Natural Resources, 2010.</p>
<p><strong>Library Contact</strong></p>
<p><a href=""mailto:libgis@mcmaster.ca"">libgis@mcmaster.ca</a></p>
","<p>Available for download through <a href=""http://geo.scholarsportal.info/#r/details/_uri@=2870907016"">Scholars GeoPortal</a>.</p>",Delete,Library,Remote Sensing and Air Photos,Ontario,JPG||TIFF,sites/default/files/geospatial/278303.jpg,SPOT Imagery Sample,SPOT Imagery Sample
8314,Natural Heritage System Area,2006,"<p>Ontario Ministry of Natural Resources and Forestry</p>
",Shapefile (.shp),Public,"<p>Available for download through <a href=""https://www.javacoeapp.lrc.gov.on.ca/geonetwork?uuid=bd4d1354-22bf-45ac-a19b-a140e1c906ec"">Land Information Ontario</a>.</p>","<p>The Natural Heritage System Area identifies designated areas such as the Greenbelt, Oak Ridges Moraine, and Niagara Escarpment.</p>
<p>Related datasets include the <a href=""http://geo.scholarsportal.info/#r/details/_uri@=4268672961"">Urban River Connections</a>. These connections identify linkages beyond the Greenbelt Natural Heritage system through existing or approved urban areas to inland lakes and Lake Ontario</p>
","<p>The full metadata for these products can be found online: <a href=""https://www.javacoeapp.lrc.gov.on.ca/geonetwork?uuid=bd4d1354-22bf-45ac-a19b-a140e1c906ec"">Natural Heritage System Area</a>, and <a href=""https://www.javacoeapp.lrc.gov.on.ca/geonetwork?uuid=395f99b7-d5e5-4448-89f2-2d1153edd76a"">Urban River Connections</a>.</p>
","<p><em>Dataset Name</em> [computer file]. Publisher location, Province: Publisher Name, Year.</p>","GeoPortal links are for the <p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=4119566927"">Natural Heritage System Area</a>, and for the <a href=""http://geo2.scholarsportal.info/#r/search/_queries@=%22Greenbelt%22;&fields@=;&sort=relevance&limit=entitled"">Greenbelt</a>.</p>",Delete,Library,Boundaries||Physical Environment,Canada||Ontario,Shapefile,sites/default/files/geospatial/lio_greenbelt.PNG,LIO Greenbelt sample,LIO Greenbelt sample
8315,Watersheds of Ontario,2010,"<p>Ontario Ministry of Natural Resources</p>
",Shapefile,Public,"<p>Available for download through Land Information Ontario:</p>
<ul>
<li><a href=""https://www.javacoeapp.lrc.gov.on.ca/geonetwork?uuid=a502d750-ed68-4407-be49-88d9cdaae03a"">Primary Watershed</a></li>
<li><a href=""https://www.javacoeapp.lrc.gov.on.ca/geonetwork?uuid=b1bdccc7-9d15-4010-8271-be7277fff134"">Secondary Watershed</a></li>
<li><a href=""https://www.javacoeapp.lrc.gov.on.ca/geonetwork?uuid=c445f2d3-f92c-47ec-8f59-9afccf2fdd55"">Tertiary Watershed</a></li>
<li><a href=""https://www.javacoeapp.lrc.gov.on.ca/geonetwork?uuid=7a99025f-b894-4b8c-97c4-60f830fa1acc"">Quaternary Watershed</a></li>
</ul>
","<p>A watershed, also known as a catchment basin or area, includes all of the land that is drained by a watercourse and its tributaries. </p>
<p>Watersheds are used in many types of landscape analysis. They are the fundamental unit in which we can understand water in our landscape, including water quantity (flows, levels, etc) and quality (contamination, source protection, etc).</p>
<p>These boundaries have been created based on the recent Version 2 Provincial DEM and Enhanced Flow Direction products released 2006-2008. The generation of the boundaries also involved some enhanced interpolation and smoothing techniques to produce a final product that is consistent with the current regional hydrology available for Ontario. Watershed naming conventions have also been revised to be more closely in line with Federal names where appropriate down to the tertiary watershed level. Names are currently not available at the quaternary level but can be identified by a watershed code.</p>
","<p>Full metadata and geospatial data files can be obtained through Land Information Ontario's Metadata Management Tool via the links provided.</p>

","<p>Watershed, Quaternary [computer file]. Peterborough, ON: Ontario Ministry of Natural Resources, 2010.</p>","<p>Data is available for download through Scholars GeoPortal at the following links:</p>
<ul>
<li><a href=""http://geo.scholarsportal.info/#r/details/_uri@=1577032671"">Primary Watershed</a></li>
<li><a href=""http://geo.scholarsportal.info/#r/details/_uri@=1589523613"">Secondary Watershed</a></li>
<li><a href=""http://geo.scholarsportal.info/#r/details/_uri@=834889117"">Tertiary Watershed</a></li>
<li><a href=""http://geo.scholarsportal.info/#r/details/_uri@=45500785"">Quaternary Watershed</a></li>
</ul>",Delete,Library,Physical Environment||Water Resources,Canada||Ontario,Shapefile,sites/default/files/geospatial/watersheds.PNG,watersheds gis demo sample,watersheds gis demo sample
