result - array,result - services - array,result - services - link,result - services - protocol,result - services - type,result - services - boundingbox - area,result - services - boundingbox - upperleft - Point - coordinates,result - services - boundingbox - lowerleft - Point - coordinates,result - services - boundingbox - upperright - Point - coordinates,result - services - boundingbox - lowerright - Point - coordinates,result - publish-date - date,result - publish-date - date-type,result - id,result - uri,result - date,result - index,result - title,result - producer,result - abstract,result - entitled,result - boundingbox - area,result - boundingbox - upperleft - Point - coordinates,result - boundingbox - lowerleft - Point - coordinates,result - boundingbox - upperright - Point - coordinates,result - boundingbox - lowerright - Point - coordinates,result - collections,result - notqueryable,result - fileIdentifier,result - notdownloadable,result - thumbnail,result - holdings,result - revision-date
TRUE,TRUE,/ArcGIS/rest/services/OGDE/GTA2013TIFF/ImageServer,http,(raster) Image Service {TIFF} <uri:/NAP/OGDE_GTA2013TIFF.xml>,2.254378025,"-80.174161,44.538225","-80.174161,43.261647","-78.408207,44.538225","-78.408207,43.261647",5/15/2014,creation,3613468799,/NAP/OGDE_GTA2013_series.xml,5/21/2015,616,Greater Toronto Area (GTA) Orthophotography Project 2013,Ontario Ministry of Natural Resources,"<p>The imagery used to produce this product was acquired by First Base Solutions Between April 4 2013 and May 4 2013. The imagery covers the Greater Toronto Area (GTA). The image files are available in TIFF and JPEG2000 format, and are provided as separate image services.</p><p>First Base Solutions created a digital full resolution colour orthophoto image of every photograph using the adjusted digital images and the digital elevation model as source material. All final ortho image processing was completed using a combination of PCI and Intergraph software. Once the adjusted image orientation data is imported, the remaining data required to produce the orthophotos was input. This included the camera calibration data, the control data and the digital elevation model. The orthorectification process is done on the Level-3 RGBI images within PCI. Intergraph OrthoPro uses a feathering algorithm to blend the images to produce seamless mosaics. Seam lines are generated automatically based on selecting the pixels with the minimum difference of colour values between two images as the cutline pixels.</p>",TRUE,2.254376749,"-80.174160,44.538226","-80.174160,43.261648","-78.408207,44.538226","-78.408207,43.261648",OGDE,0,3613468799,0,,,
,TRUE,/ArcGIS/rest/services/OGDE/GTA2013jp2/ImageServer,http,(raster) Image Service {JPEG2000} <uri:/NAP/OGDE_GTA2013jpg2.xml>,2.254376749,"-80.174160,44.538226","-80.174160,43.261648","-78.408207,44.538226","-78.408207,43.261648",,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,/ArcGIS/rest/services/DMTI/DMTI_2015_CMCS_HealthAndEmergencyServicesPoint/MapServer,http,(vector) Tiled map service,,,,,,9/1/2015,publication,3739967620,/NAP/DMTI_2015_CMCS_HealthAndEmergencyServicesPoint.xml,3/28/2017,617,Health And Emergency Services Point,DMTI Spatial Inc.,"<p>This layer indicates emergency service points in Canada including, but not limited to, health care facilities, ambulance stations, police service locations, fire stations, and veterinarian locations. </p><p> All locations are classified using the North America Standard Industry Classification System (NAICS) and Standard Industry Classification (SIC), for further analysis. Additional tables and supporting documentation are available in the Data Dictionary and User Manual.</p>",TRUE,3031.684871,"-140.875303,76.395732","-140.875303,42.026159","-52.666908,76.395732","-52.666908,42.026159",DMTI,0,3739967620,0,http://images.scholarsportal.info/gis/thumbnails/DMTI/DMTI_2015_CMCS_HealthAndEmergencyServicesPoint.png,/zips/DMTI/DMTI_2015_CMCS_HealthAndEmergencyServicesPoint.zip,
TRUE,TRUE,/ArcGIS/rest/services/DLI/DLI_1991_Census_DBF_Eng_Nat_ccs/MapServer,http,(vector) Tiled map service {Census Consolidated Subdivisions}<uri:/NAP/DLI_1991_Census_DBF_Eng_Nat_ccs.xml>,3694.998671,"-141.453476,83.253456","-141.453476,41.676369","-52.582443,83.253456","-52.582443,41.676369",11/1/1992,publication,3769102425,/NAP/DLI_1991_Census_DBF_Eng.xml,5/12/2016,618,"Digital Boundary Files (DBF), 1991 Census",Statistics Canada,"<p> This data series contains all the Digital Boundary Files (DBF) produced by Statistics Canada for the 1991 census. This includes the following datasets: </p> <ul> <li>Census Consolidated Subdivisions</li> <li>Census Divisions</li> <li>Census Metropolitan Areas & Census Agglomerations</li> <li>Census Subdivisions</li> <li>Census Tracts</li> <li>Census Tracts & Provincial Census Tracts</li> <li>Enumeration Areas</li> <li>Federal Electoral Districts, 1987 Representation Order</li><li>Provinces & Territories</li> <li>Urban Areas</li> </ul> </p><p> The original data files are from the Data Liberation Initiative (DLI), a Statistics Canada program that provides data to academic institutions in Canada. The original files have been converted from the Arcinfo Interchange E00 file format (.e00) or the MapInfo TAB file format (.tab) into a shapefile format (.shp), as part of a data migration project to enhance the spatial use of the data. The original data files, and other supporting files and documentation, are available as additional downloads from Scholars GeoPortal. </p>",TRUE,4294.520171,"-141.453476,89.999428","-141.453476,41.676369","-52.582443,89.999428","-52.582443,41.676369",DLI,0,3769102425,0,http://images.scholarsportal.info/gis/thumbnails/DLI/DLI_1991_Census_DBF_Eng_Nat_cd.png,,
,TRUE,/ArcGIS/rest/services/DLI/DLI_1991_Census_DBF_Eng_Nat_cd/MapServer,http,(vector) Tiled map service {Census Divisions}<uri:/NAP/DLI_1991_Census_DBF_Eng_Nat_cd.xml>,3694.998671,"-141.453476,83.253456","-141.453476,41.676369","-52.582443,83.253456","-52.582443,41.676369",,,,,,,,,,,,,,,,,,,,,,
,TRUE,/ArcGIS/rest/services/DLI/DLI_1991_Census_DBF_Eng_Nat_cma/MapServer,http,(vector) Tiled map service {Census Metropolitan Areas & Census Agglomerations}<uri:/NAP/DLI_1991_Census_DBF_Eng_Nat_cma.xml>,1725.416791,"-135.276716,62.541377","-135.276716,41.676367","-52.582445,62.541377","-52.582445,41.676367",,,,,,,,,,,,,,,,,,,,,,
,TRUE,/ArcGIS/rest/services/DLI/DLI_1991_Census_DBF_Eng_Nat_csd/MapServer,http,(vector) Tiled map service {Census Subdivisions}<uri:/NAP/DLI_1991_Census_DBF_Eng_Nat_csd.xml>,3694.998671,"-141.453476,83.253456","-141.453476,41.676369","-52.582443,83.253456","-52.582443,41.676369",,,,,,,,,,,,,,,,,,,,,,
,TRUE,/ArcGIS/rest/services/DLI/DLI_1991_Census_DBF_Eng_Nat_ct/MapServer,http,(vector) Tiled map service {Census Tracts}<uri:/NAP/DLI_1991_Census_DBF_Eng_Nat_ct.xml>,855.3157003,"-124.131233,54.039368","-124.131233,42.085068","-52.582443,54.039368","-52.582443,42.085068",,,,,,,,,,,,,,,,,,,,,,
,TRUE,/ArcGIS/rest/services/DLI/DLI_1991_Census_DBF_Eng_Nat_ctpct/MapServer,http,(vector) Tiled map service {Census Tracts & Provincial Census Tracts}<uri:/NAP/DLI_1991_Census_DBF_Eng_Nat_ctpct.xml>,3694.998599,"-141.453472,83.253456","-141.453472,41.676367","-52.582445,83.253456","-52.582445,41.676367",,,,,,,,,,,,,,,,,,,,,,
,TRUE,/ArcGIS/rest/services/DLI/DLI_1991_Census_DBF_Eng_Nat_ea/MapServer,http,(vector) Tiled map service {Enumeration Areas}<uri:/NAP/DLI_1991_Census_DBF_Eng_Nat_ea.xml>,3694.998671,"-141.453476,83.253456","-141.453476,41.676369","-52.582443,83.253456","-52.582443,41.676369",,,,,,,,,,,,,,,,,,,,,,
,TRUE,/ArcGIS/rest/services/DLI/DLI_1991_Census_DBF_Eng_Nat_fed_1987/MapServer,http,"(vector) Tiled map service {Federal Electoral Districts, 1987 Representation Order}<uri:/NAP/DLI_1991_Census_DBF_Eng_Nat_fed_1987.xml>",3694.998837,"-141.453480,83.253456","-141.453480,41.676369","-52.582443,83.253456","-52.582443,41.676369",,,,,,,,,,,,,,,,,,,,,,
,TRUE,/ArcGIS/rest/services/DLI/DLI_1991_Census_DBF_Eng_Nat_pr/MapServer,http,(vector) Tiled map service{Provinces & Territories}<uri:/NAP/DLI_1991_Census_DBF_Eng_Nat_pr.xml>,3694.998671,"-141.453476,83.253456","-141.453476,41.676369","-52.582443,83.253456","-52.582443,41.676369",,,,,,,,,,,,,,,,,,,,,,
,TRUE,/ArcGIS/rest/services/DLI/DLI_1991_Census_DBF_Eng_Nat_ua/MapServer,http,(vector) Tiled map service{Urban Areas}<uri:/NAP/DLI_1991_Census_DBF_Eng_Nat_ua.xml>,2178.6234,"-135.180725,68.381165","-135.180725,41.983150","-52.650906,68.381165","-52.650906,41.983150",,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,/ArcGIS/rest/services/SSV/DMTISSV2002WinnipegTIFF/ImageServer,http,Image service (raster) {Winnipeg 2002} <uri:/NAP/DMTISSV2002WinnipegTIFF.xml>,0.079483708,"-97.339655,49.972713","-97.339655,49.765344","-96.956359,49.972713","-96.956359,49.765344",11/1/2005,publication,1251739593,/NAP/DMTISSV_Manitoba_series.xml,11/4/2015,619,DMTI Satellite StreetView (SSV) - Manitoba,DMTI Spatial Inc.,"<p>DMTI Satellite Streetview is an integrated product containing orthorectified and pansharperned QuickBird Satellite imagery data combined with CanMap streets data. It provides satellite imagery at 60cm resolution along with boundary and point data.</p><p>This series contains imagery and supplementary data for Winnipeg, Manitoba. For each record, images are arranged as one mosaic dataset and each mosaic has a currency date associated with it as part of the file name.</p><p>Supplementary files include mosaic tile layouts, street files, census subdivisions, and additional documentation, and are available from the metadata for each image service.</p>",TRUE,143,"-102.0,60.0","-102.0,49.0","-89.0,60.0","-89.0,49.0",SSV,0,1251739593,0,,,
,TRUE,/ArcGIS/rest/services/SSV/DMTISSV2011WinnipegTIFF/ImageServer,http,Image service (raster) {Winnipeg 2011} <uri:/NAP/DMTISSV2011WinnipegTIFF.xml>,0.175484383,"-97.507187,50.003967","-97.507187,49.755801","-96.800062,50.003967","-96.800062,49.755801",3/1/2012,publication,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,/ArcGIS/rest/services/OGDE/PLC2000/ImageServer,http,Image Service (raster),,,,,,7/11/1999,creation,538735837,/NAP/OGDE_PLC2000.xml,11/6/2012,620,Provincial Landcover 2000 - 27 Classes,Ontario Ministry of Natural Resources,"<p>The Ontario Land Cover Data Base, Second Edition (2000) provides a classification of 27 broad land cover types north of the southern boundary of the Canadian Shield, within the province of Ontario. The land cover classes consist of vegetation types (such as forest, wetlands, and agricultural crops or pasture) and categories of non-vegetated surface (such as waterbodies, bedrock outcrops, or settlements). These classes reflect the nature of the land surface rather than actual or potential land use.</p><p> The 2000 Edition of the Ontario Land Cover Data Base is the Second Edition of this provincial land cover classification. The coverage is derived wholly from Landsat-7 Thematic Mapper (TM) satellite data frames recorded between 1999 and 2002, most from 2000 onward.</p><p> The Provincial Land Cover (2000) Data Base is divided into four individual Universal Transverse Mercator (UTM) grid zone tiles (15, 16, 17, 18) and is being distributed in TIFF format. Documentation is provided with this database in the form of a user's guide and general use caveats. </p>",TRUE,251.0989296,"-95.351284,57.247501","-95.351284,44.315197","-75.934873,57.247501","-75.934873,44.315197",OGDE,0,538735837,0,http://images.scholarsportal.info/gis/thumbnails/OGDE/PLC2000.png,/zips/OGDE/OGDE_PLC2000.zip,8/31/2002
,,,,,,,,,,8/31/2002,revision,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,/ArcGIS/rest/services/DMTI/DMTI_2015_CMCS_ReligiousBuildingsPoint/MapServer,http,(vector) Tiled map service,,,,,,9/1/2015,publication,4207159396,/NAP/DMTI_2015_CMCS_ReligiousBuildingsPoint.xml,3/28/2017,621,Religious Buildings Point,DMTI Spatial Inc.,"<p>This layer indicates the locations of religious buildings.</p><p> All features are classified using the North America Standard Industry Classification System (NAICS) and Standard Industry Classification (SIC), for further analysis. Additional tables and supporting documentation are available in the Data Dictionary and User Manual.</p>",TRUE,2313.142432,"-139.828784,68.354382","-139.828784,41.80908","-52.689356,68.354382","-52.689356,41.80908",DMTI,0,4207159396,0,http://images.scholarsportal.info/gis/thumbnails/DMTI/DMTI_2015_CMCS_ReligiousBuildingsPoint.png,/zips/DMTI/DMTI_2015_CMCS_ReligiousBuildingsPoint.zip,
TRUE,TRUE,/ArcGIS/rest/services/DMTI/DMTI_2014_CanMapRL_POI_CPL_ALL_PROV/MapServer,http,Tiled map service (vector){2014}<uri:/NAP/DMTI_2014_CanMapRL_POI_CPL_ALL_PROV.xml>,24.68188185,"-82.813464,45.355043","-82.813464,42.095330","-75.241668,45.355043","-75.241668,42.095330",6/21/2001,publication,2350122037,/NAP/DMTI_CanMapRL_POI_CPL_ALL_PROV_series.xml,6/11/2015,622,Car Pool Parking Lots (CPL),DMTI Spatial Inc.,"<p>Please note: Data has been temporarily removed for the years 2012, 2013, and 2014, due to data inconsistencies. These data will be revised and made available from the data provider through a new release. </p> <p>Car Pool Parking Lots layer indicates the name, exit number, and location of car pool parking lots on the major expressways. This data layer is provided for the province of Ontario only, including the name of lot and location.</p>",TRUE,24.68188185,"-82.813464,45.355043","-82.813464,42.095330","-75.241668,45.355043","-75.241668,42.095330",DMTI,0,2350122037,0,http://images.scholarsportal.info/gis/thumbnails/DMTI/DMTI_2014_CanMapRL_POI_CPL_ALL_PROV.png,,
,TRUE,/ArcGIS/rest/services/DMTI/DMTI_2013_CanMapRL_POI_CPL_ALL_PROV/MapServer,http,Tiled map service (vector){2013}<uri:/NAP/DMTI_2013_CanMapRL_POI_CPL_ALL_PROV.xml>,24.68188185,"-82.813464,45.355043","-82.813464,42.095330","-75.241668,45.355043","-75.241668,42.095330",5/15/2014,publication,,,,,,,,,,,,,,,,,,,,
,TRUE,/ArcGIS/rest/services/DMTI/DMTI_2012_CanMapRL_POI_CPL_ALL_PROV/MapServer,http,Tiled map service (vector){2012}<uri:/NAP/DMTI_2012_CanMapRL_POI_CPL_ALL_PROV.xml>,24.77250868,"-82.813464,45.367012","-82.813464,42.09533","-75.241668,45.367012","-75.241668,42.09533",,,,,,,,,,,,,,,,,,,,,,
,TRUE,/ArcGIS/rest/services/DMTI/DMTI_2011_CanMapRL_POI_CPL_ALL_PROV/MapServer,http,Tiled map service (vector){2011}<uri:/NAP/DMTI_2011_CanMapRL_POI_CPL_ALL_PROV.xml>,24.77250868,"-82.813464,45.367012","-82.813464,42.09533","-75.241668,45.367012","-75.241668,42.09533",,,,,,,,,,,,,,,,,,,,,,
,TRUE,/ArcGIS/rest/services/DMTI/DMTI_2010_CanMapRL_POI_CPL_ALL_PROV/MapServer,http,Tiled map service (vector){2010}<uri:/NAP/DMTI_2010_CanMapRL_POI_CPL_ALL_PROV.xml>,24.77250868,"-82.813464,45.367012","-82.813464,42.09533","-75.241668,45.367012","-75.241668,42.09533",,,,,,,,,,,,,,,,,,,,,,
,TRUE,http:__maps.scholarsportal.info/files/zips/DMTI/DMTI_2009_CanMapRL_POI_CPL_ALL_PROV.zip,file,(vector){2009},,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,http:__maps.scholarsportal.info/files/zips/DMTI/DMTI_2008_CanMapRL_POI_CPL_CAN.zip,file,(vector){2008},,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,http:__maps.scholarsportal.info/files/zips/DMTI/DMTI_2007_CanMapRL_POI_CPL_ALL_PROV.zip,file,(vector){2007},,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,http:__maps.scholarsportal.info/files/zips/DMTI/DMTI_2006_CanMapRL_POI_CPL_ALL_PROV.zip,file,(vector){2006},,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,http:__maps.scholarsportal.info/files/zips/DMTI/DMTI_2005_CanMapRL_POI_CPL_ALL_PROV.zip,file,(vector){2005},,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,http:__maps.scholarsportal.info/files/zips/DMTI/DMTI_2004_CanMapRL_POI_CPL_ALL_PROV.zip,file,(vector){2004},,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,http:__maps.scholarsportal.info/files/zips/DMTI/DMTI_2003_CanMapRL_POI_CPL_ALL_PROV.zip,file,(vector){2003},,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,http:__maps.scholarsportal.info/files/zips/DMTI/DMTI_2001_CanMapRL_POI_CPL_ALL_PROV.zip,file,(vector){2001},,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,/ArcGIS/rest/services/OGDE/OGDE_GBDESIGN/MapServer,http,Tiled map service (vector),,,,,,2/24/2005,creation,1548209200,/NAP/OGDE_GBDESIGN.xml,6/11/2014,623,Greenbelt Designation,Ontario Ministry of Municipal Affairs and Housing,"<p>This data set is a polygon coverage that can be used to identify the location of Greenbelt Designations, which are areas that have Provincial plans and/or specific policies associated with them. There are currently four designations contained in this layer:</p><li>Niagara Escarpment Plan</li><li>Oak Ridges Moraine Conservation Plan</li><li>Protected Countryside</li><li>Urban River Valley</li>",TRUE,8.943589864,"-81.776235,45.327937","-81.776235,43.014743","-77.909897,45.327937","-77.909897,43.014743",OGDE,0,1548209200,0,http://images.scholarsportal.info/gis/thumbnails/OGDE/OGDE_GBDESIGN.png,/zips/OGDE/OGDE_GBDESIGN.zip,1/1/2013
,,,,,,,,,,1/1/2013,revision,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,/ArcGIS/rest/services/OGDE/OGDE_6KCULTLN/MapServer,http,Tiled map service (vector),,,,,,10/30/1995,creation,2735713272,/NAP/OGDE_6KCULTLN.xml,7/23/2013,624,Cultural Line at 600K,Ontario Ministry of Natural Resources,<p>This data set can be used to identify cultural line features appropriate at the 1: 600 000 provincial series scale. The cultural features included in this data set are pipelines.</p>,TRUE,67.45169607,"-95.150261,50.814450","-95.150261,46.500103","-79.515984,50.814450","-79.515984,46.500103",OGDE,0,2735713272,0,http://images.scholarsportal.info/gis/thumbnails/OGDE/OGDE_6KCULTLN.png,/zips/OGDE/OGDE_6KCULTLN.zip,10/30/1995
,,,,,,,,,,10/30/1995,revision,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,/ArcGIS/rest/services/Western/Western_CityOfLondon_2016_Ruins/MapServer,http,Tiled map service (vector){2016}<uri:/NAP/Western_CityOfLondon_2016_Ruins.xml>,0.054850535,"-81.372950,43.053993","-81.372950,42.840502","-81.116028,43.053993","-81.116028,42.840502",4/1/2001,creation,1782347201,/NAP/Western_CityOfLondon_ruinslin.xml,3/31/2015,625,London Ruins,City of London,"<p>The City of London digital mapping vector data contains very detailed topographic and planning information clipped to the City of London municipal boundary based on a scale of 1:2,000.</p><p>This data set contains the geographic location of ruins in the City of London, Ontario.</p>",TRUE,0.054850535,"-81.372950,43.053993","-81.372950,42.840502","-81.116028,43.053993","-81.116028,42.840502",Western,0,1782347201,0,http://images.scholarsportal.info/gis/thumbnails/Western/Western_CityOfLondon_2015_ruinslin.png,,12/23/2016
,TRUE,/ArcGIS/rest/services/Western/Western_CityOfLondon_2015_ruinslin/MapServer,http,Tiled map service (vector){2015}<uri:/NAP/Western_CityOfLondon_2015_ruinslin.xml>,0.054850535,"-81.372950,43.053993","-81.372950,42.840502","-81.116028,43.053993","-81.116028,42.840502",12/23/2016,revision,,,,,,,,,,,,,,,,,,,,
,TRUE,/ArcGIS/rest/services/Western/Western_CityOfLondon_2014_Ruinslin/MapServer,http,Tiled map service (vector){2014}<uri:/NAP/Western_CityOfLondon_2014_Ruinslin.xml>,0.054850535,"-81.372950,43.053993","-81.372950,42.840502","-81.116028,43.053993","-81.116028,42.840502",,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,/ArcGIS/rest/services/Western/Western_CityOfLondon_2016_Steps/MapServer,http,Tiled map service (vector){2016}<uri:/NAP/Western_CityOfLondon_2016_Steps.xml>,0.039441046,"-81.367904,43.059600","-81.367904,42.886155","-81.140506,43.059600","-81.140506,42.886155",4/1/2001,creation,3650209354,/NAP/Western_CityOfLondon_steplin.xml,5/19/2016,626,London Steps,City of London,"<p>The City of London digital mapping vector data contains very detailed topographic and planning information clipped to the City of London municipal boundary based on a scale of 1:2,000.</p><p>This data set contains the geographic location of steps in the City of London, Ontario.</p>",TRUE,0.039441046,"-81.367904,43.059600","-81.367904,42.886155","-81.140506,43.059600","-81.140506,42.886155",Western,0,3650209354,0,http://images.scholarsportal.info/gis/thumbnails/Western/Western_CityOfLondon_2015_steplin.png,,12/23/2016
,TRUE,/ArcGIS/rest/services/Western/Western_CityOfLondon_2015_steplin/MapServer,http,Tiled map service (vector){2015}<uri:/NAP/Western_CityOfLondon_2015_Steplin.xml>,0.039441046,"-81.367904,43.059600","-81.367904,42.886155","-81.140506,43.059600","-81.140506,42.886155",12/23/2016,revision,,,,,,,,,,,,,,,,,,,,
,TRUE,/ArcGIS/rest/services/Western/Western_CityOfLondon_2014_Steplin/MapServer,http,Tiled map service (vector){2014}<uri:/NAP/Western_CityOfLondon_2014_Steplin.xml>,0.039441046,"-81.367904,43.059600","-81.367904,42.886155","-81.140506,43.059600","-81.140506,42.886155",,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,/ArcGIS/rest/services/OCUL/GeoEye2007DntnTorontoBGRNTIFF/ImageServer,http,Image service (raster) {Multispectral BGRN TIFF},,,,,,7/3/2007,creation,1079550617,/NAP/toronto_geoeye_2007.xml,4/21/2015,627,GeoEye Satellite Image of Downtown Toronto - 2007,GeoEye,"<p>This dataset consists of an georeferenced GeoEye (IKONOS-2) Satellite Image taken on July 3, 2007. The image is of Downtown Toronto.</p> <p>The dataset package consists of two image files in GeoTIFF format: A a 11bit panchromatic (black and white) image with a 1 metre resolution and multispectral image with a 4 metre resolution. The multispectral image contains the following four bands:</p> <ul> <li>Band 1 = Blue</li> <li>Band 2 = Green</li> <li>Band 3 = Red</li> <li>Band 4 = Near-infrared</li> </ul> <p>Additional product metadata and HDR files containing raster parameters are available in the additional documentation section below</p>",TRUE,0.015005202,"-79.456237,43.711762","-79.456237,43.608931","-79.310316,43.711762","-79.310316,43.608931",OCUL,0,1079550617,0,http://images.scholarsportal.info/gis/thumbnails/OCUL/GeoEye2007DntnTorontoBGRNTIFF.png,,
,TRUE,/ArcGIS/rest/services/OCUL/GeoEye2007DntnTorontoPANTIFF/ImageServer,http,Image service (raster) {Panchromatic TIFF},,,,,,,,,,,,,,,,,,,,,,,,,,,
TRUE,TRUE,/ArcGIS/rest/services/OGDE/OGDE_WASTEMAZ/MapServer,http,Tiled map service (vector),,,,,,2/7/2012,creation,3576752109,/NAP/OGDE_WASTEMAZ.xml,5/22/2014,628,Waste Management Attenuation Zone,Ontario Ministry of Natural Resources,"<p>This data set is a polygon coverage that can be used to identify the location of contaminant attenuation zones, which is a three-dimensional zone that:</p><p><li>is located on land adjacent to a landfilling site,</li><li>is in the subsurface or extends into the subsurface, and</li><li>is used or is intended to be used for the attenuation of contaminants from the landfilling site to levels that will not have an unacceptable impact beyond the boundary of the zone</li></p>",TRUE,116.7534809,"-94.871347,51.598629","-94.871347,45.056995","-77.023592,51.598629","-77.023592,45.056995",OGDE,0,3576752109,0,http://images.scholarsportal.info/gis/thumbnails/OGDE/OGDE_WASTEMAZ.png,/zips/OGDE/OGDE_WASTEMAZ.zip,
TRUE,TRUE,/ArcGIS/rest/services/DMTI/DMTI_2014_CanMapRL_Topo_WER_ALL_PROV/MapServer,http,Tiled map service (vector) {2014}<uri:/NAP/DMTI_2014_CanMapRL_Topo_WER_ALL_PROV.xml>,2177.413836,"-135.202460,68.373905","-135.202460,42.003309","-52.632698,68.373905","-52.632698,42.003309",6/21/2001,publication,4073993368,/NAP/DMTI_CanMapRL_Topo_WER_ALL_PROV_series.xml,6/30/2015,629,Wetlands (WER),DMTI Spatial Inc.,"<p>A wetland is a a water-saturated area, intermittently or permanently water-covered, having cattails, rushes or grasslike vegetation (marsh) and/or shrub and tree-type vegetation (swamp).</p>",TRUE,2177.413836,"-135.202460,68.373905","-135.202460,42.003309","-52.632698,68.373905","-52.632698,42.003309",DMTI,0,4073993368,0,http://images.scholarsportal.info/gis/thumbnails/DMTI/DMTI_2014_CanMapRL_Topo_WER_ALL_PROV.png,,
,TRUE,/ArcGIS/rest/services/DMTI/DMTI_2013_CanMapRL_Topo_WER_ALL_PROV/MapServer,http,Tiled map service (vector) {2013}<uri:/NAP/DMTI_2013_CanMapRL_Topo_WER_ALL_PROV.xml>,2177.413836,"-135.202460,68.373905","-135.202460,42.003309","-52.632698,68.373905","-52.632698,42.003309",5/15/2014,publication,,,,,,,,,,,,,,,,,,,,
,TRUE,/ArcGIS/rest/services/DMTI/DMTI_2012_CanMapRL_Topo_WER_ALL_PROV/MapServer,http,Tiled map service (vector) {2012}<uri:/NAP/DMTI_2012_CanMapRL_Topo_WER_ALL_PROV.xml>,2177.413836,"-135.202460,68.373905","-135.202460,42.003309","-52.632698,68.373905","-52.632698,42.003309",,,,,,,,,,,,,,,,,,,,,,
,TRUE,/ArcGIS/rest/services/DMTI/DMTI_2011_CanMapRL_Topo_WER_ALL_PROV/MapServer,http,Tiled map service (vector) {2011}<uri:/NAP/DMTI_2011_CanMapRL_Topo_WER_ALL_PROV.xml>,2177.413836,"-135.202460,68.373905","-135.202460,42.003309","-52.632698,68.373905","-52.632698,42.003309",,,,,,,,,,,,,,,,,,,,,,
,TRUE,/ArcGIS/rest/services/DMTI/DMTI_2010_CanMapRL_Topo_WER_ALL_PROV/MapServer,http,Tiled map service (vector) {2010}<uri:/NAP/DMTI_2010_CanMapRL_Topo_WER_ALL_PROV.xml>,2177.413836,"-135.202460,68.373905","-135.202460,42.003309","-52.632698,68.373905","-52.632698,42.003309",,,,,,,,,,,,,,,,,,,,,,
,TRUE,http:__maps.scholarsportal.info/files/zips/DMTI/DMTI_2009_CanMapRL_Topo_WER_ALL_PROV.zip,file,(vector) {2009},,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,http:__maps.scholarsportal.info/files/zips/DMTI/DMTI_2008_CanMapRL_Topo_WER_CAN.zip,file,(vector){2008},,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,http:__maps.scholarsportal.info/files/zips/DMTI/DMTI_2007_CanMapRL_Topo_WER_ALL_PROV.zip,file,(vector){2007},,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,http:__maps.scholarsportal.info/files/zips/DMTI/DMTI_2006_CanMapRL_Topo_WER_ALL_PROV.zip,file,(vector){2006},,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,http:__maps.scholarsportal.info/files/zips/DMTI/DMTI_2005_CanMapRL_Topo_WER_ALL_PROV.zip,file,(vector){2005},,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,http:__maps.scholarsportal.info/files/zips/DMTI/DMTI_2004_CanMapRL_Topo_WER_ALL_PROV.zip,file,(vector){2004},,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,http:__maps.scholarsportal.info/files/zips/DMTI/DMTI_2003_CanMapRL_Topo_WER_ALL_PROV.zip,file,(vector){2003},,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,http:__maps.scholarsportal.info/files/zips/DMTI/DMTI_2002_CanMapRL_Topo_WER_ALL_PROV.zip,file,(vector){2002},,,,,,,,,,,,,,,,,,,,,,,,,,,
,TRUE,http:__maps.scholarsportal.info/files/zips/DMTI/DMTI_2001_CanMapRL_Topo_WER_ALL_PROV.zip,file,(vector){2001},,,,,,,,,,,,,,,,,,,,,,,,,,,
