Nid,Title,Year,Author,Format,Who Can Use This Data,URL,Abstract,Metadata,How to Cite This,Scholars Geoportal URL,To Delete,Geospatial Availability,Geospatial Subjects New,Geospatial Geography,Geospatial Formats,Filepath,field_geospatial_image_alt,field_geospatial_image_title,SGP_id
6171,CanVec Series,2016,"<p>Natural Resources Canada</p>
","Shapefile (.shp), File Geodatabase (FGDB)",Public,"<p>This data is freely available through the <a href=""http://open.canada.ca/data/en/dataset/8ba2aa2a-7bb9-4448-b4d7-f164409fe056"">Open Government portal</a></p>
","<p>CanVec is a digital cartographic reference product produced by Natural Resources Canada. CanVec originates from the best available data sources covering Canadian territory and offers quality topographic information in vector format that complies with international geomatics standards.</p>
<p>CanVec is a multi-source product contains more than 60 topographic entities thematically organized into 8 distribution themes: Administrative Features, Hydro Features, Land Features, Manmade Features, Elevation Features, Resource Management Features, and Toponymic Features.</p>
<p>CanVec aims to have standardized and actualized representation of topographic phenomenon for the entire Canadian landmass. Various topographic entities coming mainly from the NTDB are not up to date. These entities are included in CanVec product only to answer topographic reference needs.</p>
<p>The CanVec product will be maintained in partnership with the organizations providing the data.</p>
<p>CanVec is scheduled to be published by edition (or release) twice a year. The CanVec product is free and is distributed via the Open Government Portal in output file formats File Geodatabase (FGDB) and ESRI Shapefile (.shp).</p>
<h2>Purpose</h2>
<p>CanVec aims to have standardized and actualized representation of topographic phenomenon for the entire Canadian landmass. CanVec can be used to produce thematic maps, for web mapping as well as GIS applications. CanVec's many attributes allow for extensive spatial analysis.</p>","<p>A feature catalogue and readme file are included with the download package. General documentation and product specifications are available on the <a href=""http://open.canada.ca/data/en/dataset/8ba2aa2a-7bb9-4448-b4d7-f164409fe056"">Open Government website</a>.</p>
","<p>CanVec Series - Municipal Boundary [computer file]. Ottawa, ON: Natural Resources Canada. [2017]</p>",N/A,,Internet,Boundaries||Human Environment||Physical Environment||Topography||Transportation||Water Resources,Canada||Hamilton||Ontario,Vector||Shapefile,sites/default/files/geospatial/30m5sample.JPG,30M/5 sample of various vector layers in ArcMap,30M/5 sample of various vector layers in ArcMap,
6091,China Dimensions Data Collection,"Various, 1949-1996","<p>Socioeconomic Data and Applications Center (SEDAC)</p>
",Various,Public,"<p><a href=""http://sedac.ciesin.columbia.edu/data/collection/cddc"">China Dimensions data collection</a></p>
","<p>The China Dimensions Data Collection is just one of several geospatial data resources provided by the Socioeconomic Data and Applications Center (SEDAC).  SEDAC is a program of the Center for International Earth Science Information Network (CIESIN) at Columbia University, and works in conjunction with NASA to <em>""develop and operate applications that support the integration of socioeconomic and Earth science data and to serve as an “Information Gateway” between the Earth and social sciences.</em>""</p>
<p>China Dimensions contains several different socioeconomic datasets.  These include: <strong>administrative boundaries</strong> (including Provincial and County level boundaries), <strong>""fundamental"" maps</strong>, (including layers for roads, railroads, drainage systems, contours, populated places, and urbanized areas), <strong>population and public health</strong> (including county level census data, rural agricultural statistics, and a hospitals dataset), <strong>economics </strong>(including an ""Economic Yearbook"" contains many economic attributes such as wage, employment, finance, livelihood, and many others) and <strong>public policy</strong> documentation, describing priority programmes covering the areas of legislation, policies, education, agriculture, environment, energy, etc.</p>
<p>Users are required to login to the SEDAC website in order to download the data.</p>
","<p>Each data listing on the SEDAC website includes a documentation and metadata tab with links to additional documentation. ""Readme.txt"" documents are often provided alongside the datasets via FTP, some of which provide links to websites containing additional information.</p>
","<p><em>Database Name</em> [type of medium]. (Year). Producer location, province/state: Producer name. Available FTP: address/path/file [Access date].</p>
<p>Example: <em>Fundamental GIS: Digital Chart of China</em> [computer file]. (1990). Palisades, NY: SEDAC. Available FTP: http://sedac.ciesin.org/data/set/cddc-china-dcw-gis/data-download [Jan. 13, 2010]</p>
",N/A,,Internet,Boundaries||Human Environment||Portals,World,Vector,sites/default/files/geospatial/hptop.gif,,,
6573,Open Calgary (The City of Calgary's Open Data Portal),Current,"<p>The City of Calgary</p>
","Shapefile (.shp), Keyhole Markup Language (.kml), Comma-separated values (.csv)",Public,"<p>The City of Calgary public data catalogue is available at the following link: <a href=""https://data.calgary.ca"">https://data.calgary.ca</a></p>
","<p>The City of Calgary Public Data Catalogue provides a means of increasing public access to data managed by The City; supporting not only transparency in government, but also innovation and reuse of the data by citizens and community based organizations. This service is provided in the expectation that the data provided will be used in applications that will enhance the public good.</p>
<p>Data provided here is available in a number of formats and currently is primarily geospatial in nature. In determining what data sets to provide as part of this pilot initiative, consideration was given to balancing the provision of data publically while respecting privacy and security concerns.</p>
<p>Use of the site and the data available through the site is subject to the <a href=""https://data.calgary.ca/stories/s/u45n-7awa"">Open Calgary Terms of Use</a> (Open Government License).</p>
<p>The following categories are available:</p>
<ul><li><a href=""https://data.calgary.ca/browse?category=Base+Maps"">Base Maps</a> (e.g. city boundary, land use polygons, parcel addresses)</li>
<li><font class=""search""><a href=""https://data.calgary.ca/browse?category=Business+and+Economic+Activity"">Business and Economic Activity</a> (e.g. business licenses, secondary suites, revitalization zones)</li>
<li><a href=""https://data.calgary.ca/browse?category=Demographics"">Demographics</a> (e.g. Census data)</li>
<li><a href=""https://data.calgary.ca/browse?category=Environment"">Environment</a> (e.g. rainfall data, hydrology, natural areas, air quality)</li>
<li><a href=""https://data.calgary.ca/browse?category=Government"">Government</a> (e.g. election results and voting stations)</li>
<li><a href=""https://data.calgary.ca/browse?category=Health+and+Safety"">Health and Safety</a> (e.g. fire and police)</li>
<li><a href=""https://data.calgary.ca/browse?category=News+and+Events"">News and Events</a> (e.g. events map)</li>
<li><a href=""https://data.calgary.ca/browse?category=Recreation+and+Culture"">Recreation and Culture</a> (e.g. library locations, recreation facilities, public art)</li>
<li><a href=""https://data.calgary.ca/browse?category=Services+and+Amenities"">Services and Amenities</a> (e.g. school locations, community/senior services)</li>
<li><a href=""https://data.calgary.ca/browse?category=Transportation%2FTransit"">Transportation/Transit</a> (e.g. roads, traffic incidents, transit and bikeways)</li> 
</ul>
</p>
","<p>A detailed description for each dataset is available on the page associated with the dataset.</p>
","<p>Database Name</em> [type of medium]. (Year). Producer location, province/state: Producer name. Available online: address/path/file [Access date].</p>
<p>e.g.</p>
<p>City of Calgary Environment Data: Hydrology [computer file]. (2017). Calgary, Alberta: City of Calgary. Available Online: https://data.calgary.ca/Environment/Hydrology/a2cn-dxht [29/04/2017].</p>
","<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=2636227147"">Municipal Open Data Portals in Canada</a></p>",,Internet,Boundaries||Human Environment||Physical Environment||Portals||Transportation||Water Resources,Canada,Vector||DWF||KML||Shapefile,/Calgary_open_data_landuse.jpg,Calgary Open Data Land Use example,Calgary Open Data Land Use example,
8206,City of Montreal Uniform Crime Reporting Data,2001,"<p>Canadian Centre for Justice Statistics</p>
","Shapefile (.shp), Comma-separated values (.csv)",McMaster Students / Staff / Faculty only,,"<p>The Canadian Centre for Justice Statistics  (CCJS), in co-operation with the policing community, collects  police-reported crime statistics through the Uniform Crime Reporting  Survey (UCR). The UCR Survey was designed to measure the incidence of  crime in Canadian society and its characteristics.  This dataset  contains specific incident rates for crime in the City of Montreal at the level of Census Tract. </p>
<p>The dataset includes a ""population at risk"" field for each census tract. Incident rates are available for the following crime categories: property crime, drug offences, violent crime, other offences, sexual assault, criminal harassment, homicide, break and enter, mischief, prostitution, assaults, theft under $5000, robbery, and motor vehicle theft.</p>
<p>The data are provided in .xls tabular format.  The data can be mapped using Statistics Canada Census 2006 shapefiles for census tracts in the City of Montreal (available from the Library).</p>
","<p>A detailed description of the survey, including data variables, sources, methodology, and accuracy, is available on the Statistics Canada website: <a href=""http://www23.statcan.gc.ca/imdb/p2SV.pl?Function=getSurvey&Id=5225"">Uniform Crime Reporting (UCR) Survey - Detailed information for 2001</a></p>
","<p>Database Name [type of medium]. (Year). Producer location, province/state: Producer name. Available online: address/path/file [Access date].</p>
<p>e.g.</br>
City of Montreal Uniform Crime Reporting Data [computer file]. (2001). Ottawa, Ontario: Canadian Centre for Justice Statistics.</p>
",N/A,,Library,Human Environment,Canada,Vector||Shapefile,sites/default/files/geospatial/montrealcrimedemo1.PNG,Montreal crime data sample,Montreal crime data sample,
6546,OpenData Ottawa (The City of Ottawa's Open Data Catalogue),Various,"<p>City of Ottawa</p>
",Various,Public,"<p>The data are available at the following link: <a href=""http://data.ottawa.ca/dataset"">http://data.ottawa.ca/</a></p>
","<p>The <a href=""http://data.ottawa.ca/"">Open Data Ottawa</a> site is a first step in creating a foundation that encourages digital innovation, improved service delivery, stimulation of economic growth, and a better understanding of our city. Entrepreneurs, academics, policy-makers and community organizations are just a few of the groups that will benefit from the available information.</p>
<p>This initial release of data focuses primarily on geospatial data. Over time, the site will include more varied sets of data in more formats. Through user feedback and consultations, Open Data Ottawa will continue to evolve as we gain insight into where to focus our data liberation efforts!</p>
<p>The site includes data and interactive maps for a variety of categories including:</p>
<ul>
<li>Business and Economy (e.g. permits and contracts)</li>
<li>City Hall (e.g. ward boundaries, election results, budget)</li>
<li>Demographics (e.g. neighbourhood boundaries, service requests, and Census data)</li>
<li>Environment (e.g. waterbodies, water quality, tree inventory, drinking water)</li>
<li>Geography and Maps (e.g. boundary files, park and recreation features, O-train data, transportation networks)</li>
<li>Health and Safety (e.g. public health)</li>
<li>Living (e.g. library locations, senior services, parks and recreation, cultural resources, garbage and recycling)</li>
<li>Planning and Development (e.g. neighbourhoods, building footprints, drainage, heritage districts)</li>
<li>Transportation (e.g. trails, cycling and pedestrian networks, transit, traffic data, parking lots)</li>
</ul>
","<p>No metadata available.</p>
","<p><em>Dataset Name</em> [type of medium]. (Year). Producer location, province/state: Producer name. Available online: address/path/file [Access date].</p>
<p>Example:</p>
<p><em>Wards 2014</em> [computer file]. (2014). Ottawa, Ontario: City of Ottawa. Available online: http://data.ottawa.ca/dataset/wards-2014 [29/04/2017].</p>","<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=2636227147"">Municipal Open Data Portals in Canada</a></p>",,Internet,Boundaries||Human Environment||Topography||Transportation||Portals,Canada||Ontario,Vector||KML||Shapefile,sites/default/files/geospatial/Ottawa_Demo1.jpg,Ottawa Open Data demo,Ottawa Open Data demo,
6226,City of Toronto Fire Insurance Plans (1910) - Georeferenced,1910,"<p>Original maps by Goad's Atlas and Plan Co. (Goad, Charles E.)</p>
<p>Georeferenced by McMaster University Map Library</p>
","Scanned images (.jpg), GeoTIFF",McMaster Students / Staff / Faculty only,"<p>Original atlas: <a href=""http://discovery.mcmaster.ca/iii/encore/record/C__Rb2854570"">Atlas of the city of Toronto and suburbs... founded on registered plans and special surveys showing plan numbers, lots & buildings</a></p>
","<p>This dataset consists of a collection of georeferenced TIFF files for use in a GIS software program, produced from volumes 1-3 of the original Fire Insurance Plans of Toronto (1910) by Charles E. Goad <a href=""http://discovery.mcmaster.ca/iii/encore/record/C__Rb2854570"">[link]</a>. The original atlas plates were photographed at a high resolution by McMaster University Map Collection Staff, and were georeferenced using a vector shapefile of City of Toronto roads (DMTI route logistics) as a baseline. The centers of major intersections were used as control points between the TIFF images and the roads shapefile.</p>
<p>The final result is a large, contiguous map of Toronto from 1910, composed of 228 georeferenced TIFF images. Some overlapping near the edges of the individual atlas pages occurs.</p>
<p>The composite digital map product shows all of the features of the <em>Atlas of the city of Toronto and suburbs, founded on registered plans and special surveys showing plan numbers, lots & buildings.</em></p>
<p>This georeferencing project was completed at the McMaster University Map Library during the summer of 2009. A group of several individuals completed the georeferencing together over a period of a few days using ArcGIS 9.3 software.</p>
","<p>No metadata available.</p>
","<p>Goad, Charles E. (1910). Fire Insurance Plans of the City of Toronto. [Digital data]. Digital composite map of georeferenced atlas plates for use in a GIS. Produced by McMaster University Libraries, Lloyd Reeds Map Collection, 2009.</p>
",N/A,,Library,Human Environment,Canada||Ontario,Raster||geoTIFF||JPG,sites/default/files/geospatial/TO_FIP_sample.PNG,Toronto 1910 FIP Sample,Toronto 1910 FIP Sample,
6018,City of Toronto Uniform Crime Reporting Data,2006,"<p>Canadian Centre for Justice Statistics</p>
",Microsoft Excel worksheet (.xls),McMaster Students / Staff / Faculty only,,"<p>The Canadian Centre for Justice Statistics (CCJS), in co-operation with the policing community, collects police-reported crime statistics through the Uniform Crime Reporting Survey (UCR). The UCR Survey was designed to measure the incidence of crime in Canadian society and its characteristics.  This dataset contains specific incident rates for crime in the City of Toronto at the level of Census Tract. </p>
<p>Incident rates are available for the following crime categories: violent crime, property crime, sexual assault, drug offences, shoplifting, criminal harassment, uttering threat, minor assault, major assault, robbery, theft from a motor vehicle, theft of a motor vehicle, break and enter, mischief, and ""other theft"".</p>
<p>The data are provided in .xls tabular format.  The data can be mapped using Statistics Canada Census 2006 shapefiles for census tracts in the City of Toronto (available from the Library). The Census Tract field, CTUID, needs to be modified to include the CMA number prior to joining the data to the boundary file.</p>
","<p>No metadata document available for this dataset.</p>
<p>A description of the survey appears at the following URL: <a href=""http://www23.statcan.gc.ca/imdb/p2SV.pl?Function=getSurvey&Id=31102"">Uniform Crime Reporting Survey (UCR) - Detailed Information for 2006</a></p>
","<p>Database Name [type of medium]. (Year). Producer location, province/state: Producer name. Available online: address/path/file [Access date].</p>
<p>e.g.</p>
<p>City of Toronto Uniform Crime Reporting Data [computer file]. (2006). Ottawa, Ontario: Canadian Centre for Justice Statistics.</p>",N/A,,Library,Human Environment,Ontario,Excel,sites/default/files/geospatial/TorontoUCR.JPG,TorontoUCR.jpg,Uniform Crime Reporting data displayed using Toronto census tract boundaries,
8208,The City of Vancouver's Open Data Catalogue,2009 - Present,"<p>City of Vancouver</p>
",Various,Public,"<p><a href=""http://vancouver.ca/your-government/open-data-catalogue.aspx"">Vancouver Open Data Catalogue</a></p>
","<p>City of Vancouver Open Data Catalogue</p>
<p>Vancouver's open data catalogue consists of city data that has been made available to the public. Examples of data available in this catalogue include:</p>
<ul>
<li>Cycling infrastructure</li>
<li>Boundaries (city boundary, election wards, school boundaries)</li>
<li>Building footprints</li>
<li>Business improvement areas</li>
<li>Housing (shelters and non-market housing)</li>
<li>Infrastructure (easements, sewer and water, street lighting)</li>
<li>Parks and recreation (community centres, dog-off leash areas, parks)</li>
<li>Points of interest (heritage sites, 2010 Olympic venues, public art)</li>
<li>Transportation</li>
<li>Water features (shoreline, water network)</li>
</ul>

<p>The datasets listed above are just a summary of the information available on the web at <a href=""http://data.vancouver.ca/datacatalogue/index.htm"">http://data.vancouver.ca</a>.</p>
<p>Datasets are available in various formats including comma-separated values (.csv), Microsoft Excel worksheet (.xls), Shapefile (.shp), AutoCAD (.dwg), Google Earth (.kml), raster format, and web feed for information that is frequently updated. The datasets are usually accompanied with links to specific websites that will provide more information about the dataset. Data is frequently updated ensuring that a time accuracy is maintained. </p>
","<p>Each dataset includes additional information such as a detailed description, accuracy, variable descriptions, coordinate system information, and links to related resources, where applicable.</p>
","<p>Dataset name [computer file]. Producer location: Producer Name, Year.</p>
","<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=2636227147"">Municipal Open Data Portals in Canada</a></p>",,Internet,Boundaries||Human Environment||Remote Sensing and Air Photos||Topography||Transportation||Water Resources||Portals,Canada,Raster||ECW||MrSID||Vector||KML||Shapefile||Excel||Interactive Map,sites/default/files/geospatial/demo2.jpg,Vancouver,City of Vancouver,
5849,Climate Change Map Series,1975 - 2100 (projected),"<p>Natural Resources Canada and Environment and Climate Change Canada</p>
",Shapefile (.shp),Public,"<p><a href=""https://www.nrcan.gc.ca/environment/resources/10763"">Natural Resources Canada - Climate Change Resources</a></p>
","<p>Natural Resources Canada distributes maps of various climate change topics.</p>
<p>The maps and geospatial data for some of these topics can be downloaded from the <a href=""http://open.canada.ca/en"">Open Government Portal</a>. Not all themes displayed on the webpages have downloadable files. Some themes cover Canada only (national) and some cover both Canada and the world (global) with files of different scales.</p>
<p>Data can also be accessed through the Natural Resources Canada <a href=""https://www.nrcan.gc.ca/environment/resources/10763"">Climate Change Resources website</a>.</p>","<p>Metadata available with each map or dataset download.</p>
","<p>Dataset name [computer file]. Producer location: Producer Name, Year.</p>
",N/A,,Internet,Climate,Canada||Hamilton||Ontario||World,Vector||Shapefile||PDF,sites/default/files/geospatial/Climate_change_temp_winter.jpg,Map showing temperature,Map showing temperature,
5790,Canadian Climate Normals and Averages,"Various, 1961 - 2010","<p>Environment and Climate Change Canada</p>
","Comma-separated values (.csv), .xml",Public,"<p>Data are available at the following link: <a href=""http://climate.weather.gc.ca/climate_normals/index_e.html"">Canadian Climate Normals</a></p>
","<p>Canadian Climate normals are <strong>30 year averages </strong>used to summarize or describe the average climatic conditions of a particular location.</p>
<p>At the completion of each decade, Environment and Climate Change Canada updates its climate normals for as many locations and as many climate characteristics as possible. The climate normals and extremes offered at this website are based on Canadian climate stations with at least 15 years of data.</p>
<p>Variables include: temperature, precipitation, snow depth, degree-days, soil temperature, evaporation, and frost and freezing-free periods. Some variables are observed hourly. These elements include: hourly wind speed and direction, bright sunshine, humidex, wind chill, humidity, pressure, radiation, visibility, and cloud cover.</p>
<p>The tabular data can be downloaded in comma-separated values (.csv) or .xml format.</p>
","<p>Metadata for each station and element, in addition to a <i>Calculation Information</i> document, are available on the Canadian Climate Normals website.</p>
","<p>1961-1990 Climate Normals & Averages. [computer file]. (1994). Ottawa, Ontario: Environment and Climate Change Canada.</p>",N/A,,Internet||Library,Climate,Canada||Hamilton||Ontario,ASCII,sites/default/files/geospatial/Climate_data_sample.jpg,Sample of hourly climate data,Sample of hourly climate data; Hamilton Airport,
5824,Daily 10km Gridded Climate Dataset,1961 - 2003,"<p>Agriculture and Agri-Food Canada: National Land and Water Information Service</p>
",GeoTIFF,McMaster Students / Staff / Faculty only,,"<p>This dataset contains floating point grids of daily maximum temperature (°C), minimum temperature (°C) and precipitation (mm) for the Canadian landmass south of 60°N. These grids, which are available in two file formats (text and GeoTIFF), were interpolated from daily Environment Canada climate station observations using a thin plate smoothing spline surface fitting method implemented by ANUSPLIN V4.3. There is one image for each day of the year per variable.</p>
<p>Additional keywords associated with this dataset: continuous data, historical climate data, hydrology, spatial variation, temporal variation</p>
","<p>Metadata documents are provided in PDF and HTML format on the DVDs containing the dataset.</p>
","<p><em>Daily 10 Km Gridded Climate Dataset: 1961-2003</em>. [computer file]. Version 1.0, [Ottawa]: Agriculture and Agri-Food Canada. National Land and Water Information Service, [2007]</p>
",N/A,,Library,Climate,Canada||Hamilton||Ontario,Raster||ASCII||geoTIFF,sites/default/files/geospatial/GriddedClimate.jpg,GriddedClimate.jpg,Sample image of Daily Gridded Climate Dataset,
5794,Federal Electoral Districts and Polling Division Boundaries,"Various, between 2000 and 2015","<p>Elections Canada</p>
",Shapefile (.shp),Public,"<p>Federal Electoral Districts and Polling Division boundaries are available for download through the <a href=""http://open.canada.ca/data/en/dataset?q=%22Federal+Electoral+Districts+of+Canada%22&collection=geogratis&sort=&page=1"">Open Government Portal</a>.</p>","<p>This datasets contain the federal electoral districts and polling divisions under the Representation Order of 2003.  A list of federal electoral districts codes and names is also included.  The Federal Electoral Districts and Polling Divisions are respresented as polygons, but there is a second Polling Division shapefile that is in point format.  This shapefile describes mobile polls, and single building polling divisions such as large apartment buildings.  In the 2000 dataset, a separate set of shapefiles is provided for each province, whereas in the 2004 dataset, the shapefiles cover the whole province.</p>
<p>Please note that these are boundary files ONLY, and therefore do not contain any political results.  Political results matching these boundary files are available at the following website: <a href=""http://www.chass.utoronto.ca/datalib/major/election_agg.htm"">http://www.chass.utoronto.ca/datalib/major/election_agg.htm</a> .  The results are provided in .csv format, and you may need to edit the field names in Excel (i.e. replace the spaces with underscores) so that it can be opened in ArcMap.  You will need to use the data is the provided Excel document with the electoral district names and codes in order to join the tables to the shapefiles.  Many of the datasets on this website that are labelled as ""restricted"" have since become publicly available.</p>
","<p>A general metadata document describing directory structure, database specifications, and schema details is included with the file.  Also included are ""Fed.xls"" and ""Prov.xls"", which give the names for the numerically coded Federal Electoral Districts and Provinces.</p>
<p>A tutorial describing how to join the political results data to this dataset is available on the <a href=""http://library.mcmaster.ca/maps/Joining_Political_Results_Data_to_Elections_Canada_FEDs.pdf"">library's website</a>.</p>
","<p>Author. <i>Title</i> [format]. Place of publication: Publisher, Date.</p>
<p>Example:  Elections Canada. <em>Electoral Districts and Polling Divisions</em> [computer file]. Ottawa ON: Elections Canada, 2009</p>
","<p>Federal Electoral Districts are available for download through <a href=""http://geo1.scholarsportal.info/#r/search/_queries@=%22CBF%22;&fields@=;&sort=relevance&limit=entitled"">Scholars GeoPortal</a> as part of the Census geography files. This dataset does not include polling divisions.</p>",,Library||Internet,Boundaries,Canada||Hamilton||Ontario,Vector||Shapefile,sites/default/files/geospatial/elections.jpeg,elections.jpeg,Map of electoral districts Hamilton,
