Nid,Title,Year,Author,Format,Who can use this data,URL,Abstract,Metadata,How to Cite This,Scholars Geoportal URL,To Delete,Geospatial Availability,Geospatial Subjects New,Geospatial Geography,Geospatial Formats,filepath,field_geospatial_image_alt,field_geospatial_image_title,SGP_id,layer_thumb
8213,"Canada Land Inventory (1:250,000) - Sport Fish Capability",1969,"<p>Natural Resources Canada</p>
",Esri Interchange file (.e00),Public,"<p>The dataset is available through the <a href=""http://open.canada.ca/data/en/dataset?q=Sport+Fish+Capability"">Open Government Portal</a></p>
","<p>Sport Fish Capability is an un-published series of the Canada Land Inventory. The inventory may be incomplete and is currently only available in this digital form for the province of Nova Scotia, New Brunswick and for parts of the province of Alberta. Some of the maps for Alberta may have been published as part of the Alberta Land Inventory; the Alberta land Inventory also published similar maps for other areas of the province which are not part of this digital inventory.</p>
<p>The CLI Sport Fish classification rates watersheds and selected lakes and rivers for their suitability for sport fish production. The capability ratings are established on the basis of physical, chemical and certain biological parameters but do not necessarily reflect actual sport fish production.</p>
<p>In the CLI sport fish classification system, the water bodies are divided into units on the basis of physical, chemical and biological characteristics important to fish populations. The degree of limitation associated with each unit determines its capability class. The subclass denotes the primary factor that causes the limitation.</p>
<p>Unlike other CLI capability ratings, only waters with high fish production potential are classified and the domain of the capability classification is restricted to four classes as follows:</p>
<p>Class 1 - Waters in this class have no significant limitations on sport fish production.</p>
<p>Class 2 - Waters in this class have few or minor limitations on sport fish production.</p>
<p>Class 3 - Waters in this class have several minor limitations or few serious limitations on sport fish production.</p>
<p>Class 4 - Waters have numerous and severe limitations on sport fish production.</p>
<p>The limitation subclass takes on different meaning depending on the type of unit being classified. Streams may be limited by nutrients, bank cover, substrate, discharge, frequency and depth of pools, land use, refuge and/or water temperature. Lakes may be limited by depth, wind exposure, light penetration, nutrients, oxygen, spawning and/or water temperature.</p>
<p>For distribution purposes the original classification data has been integrated with the corresponding CLI shoreline and the results have been projected to UTM. There is no latitude/longitude equivalent of these data in the distribution files.</p>
","<p>A comprehensive readme file is included with the download</p>
","<p>Canada Land Inventory (1:250,000) - Sport Fish Capability [computer file]. (1969). Ottawa, ON: Natural Resources Canada.</p>
",N/A,,Internet,Physical Environment,Canada,E00,sites/default/files/geospatial/sportfish.PNG,Sample,Sample,,
5770,"Canadian Digital Elevation Data (1:50,000)",2006,"<p>Natural Resorces Canada</p>
",Digital Elevation Model (.dem),Public,"<p>Canadian Digital Elevation Data (CDED) can be downloaded from <a href=""http://www.nrcan.gc.ca/earth-sciences/geography/topographic-information/free-data-geogratis/download-directory-documentation/17215"">Natural Resources Canada</a>.</p>
","<p>Digital elevation data consists of an ordered array of ground elevations sampled at regular intervals over each grid area.   Aside from estimating point elevations, digital elevation has a variety of applications, including terrain modeling, line of sight analysis, water flow and flooding analysis, and many others.</p>
<p>In this dataset, spacing between elevation values varies with latitude.  The values for East/West range from 0.75 to 3 arc seconds, or 8 to 17 metres. Spacing is always 0.75 arc seconds or about 23 metres for North/South.</p>
<p>The data are provided in separate tiles according to the Canadian National Topographic System (1:50,000) map boundaries. For example, the local area appears as four map sheets: 30M/4, 30M/5, 40P/1 and 40P/8, and each sheet is further divided into an Eastern and a Western tile.  Each tile contains 1201 elevation points x 1201 elevation points, for a total of 1,442,401 elevation points.  A lower resolution dataset (1:250,000) is also available from Geobase, but both datasets provide complete coverage of Canada.</p>
<p>Other Keywords: DEM, Digital Elevation Model</p>
","<p>Documentation for the Canadian Digital Elevation Data (CDED) can be viewed and downloaded from <a href=""http://www.nrcan.gc.ca/earth-sciences/geography/topographic-information/free-data-geogratis/download-directory-documentation/17215"">Natural Resources Canada</a>.</p>
<p>A Metadata file is also included with the download.</p>
","<p>Canadian Digital Elevation Data [computer file]. Ottawa, ON: Natural Resources Canada, 2006.</p>
<p>Use of the data is subject to the Open Government Licence – Canada. The License Agreement can be viewed in full at the following link: <a href=""http://open.canada.ca/en/open-government-licence-canada"">http://open.canada.ca/en/open-government-licence-canada</a></p>
",N/A,,Internet,Topography,Canada||Hamilton||Ontario,Raster||ASCII,sites/default/files/geospatial/CDED50k.jpg,CDED50k.jpg,Sample of CDED 50K,,
5840,Canadian Soil Information Service (CanSIS),Various,"<p>Agriculture and Agri-Food Canada</p>
","Shapefile (.shp), dBase (.dbf) table, Esri Interchange File (.e00)",Public,"<p><a href=""http://sis.agr.gc.ca"">http://sis.agr.gc.ca</a></p>
","<p>The Canadian Soil Information Service (CanSIS) web site provides access to soil survey data for some provinces and territories in addition to related datasets:</p>
<ul>
<li>National Soil DataBase (NSDB) - soil, landscape, and climatic data for Canada</li>
        <ul>
                <li><a href=""http://sis.agr.gc.ca/cansis/nsdb/ecostrat/index.html"">National Ecological Framework</a> data - EcoZones, EcoRegions, and EcoDistricts</li>
                <li><a href=""http://sis.agr.gc.ca/cansis/nsdb/lpdb/index.html"">Soil Map of Canada / Land Potential DataBase (LPDB)</a> - data about soil, climate, physiography, land use, and crop yields</li>
                <li><a href=""http://sis.agr.gc.ca/cansis/nsdb/slc/index.html"">Soil Landscapes of Canada (SLC)</a> - major soil and landscape attributes</li>
        </ul>
<li><a href=""http://sis.agr.gc.ca/cansis/nsdb/dss/index.html"">Detailed Soil Surveys</a> (incomplete coverage - see <a href=""http://sis.agr.gc.ca/cansis/publications/surveys/index.html"">http://sis.agr.gc.ca/cansis/publications/surveys/index.html</a>).</li>
</ul>
","<p>An overview of each resource is available through the websites listed. A number of additional documents and resources, listed below, are also available through the CanSIS website.</p>
<ul>
<li><a href=""http://sis.agr.gc.ca/cansis/publications/manuals/index.html"">Canadian Soil Publications Archive - Manuals</a> (including taxonomy guides, soil survey and laboratory methods, glossary, etc.)</li>
<li><a href=""http://sis.agr.gc.ca/cansis/nsdb/lpdb/index.html"">Land Potential Data Base for Canada - Users' handbook</a></li>
<li><a href=""http://sis.agr.gc.ca/cansis/nsdb/ecostrat/1999report/index.html"">National Ecological Framework - Attribute Data Report</a></li>
<li><a href="""">Soil Landscapes of Canada - Dataset descriptions</a> (including soil name, soil component, landform definitions, and ecological framework tables</li>
","<p>National Soil DataBase [computer file]. Ottawa, ON: Agriculture and Agri-Food Canada, [year of dataset].</p>
",N/A,,Internet,Soils,Canada||Hamilton||Ontario,Vector||E00||Shapefile,sites/default/files/geospatial/CanSISscreenshot.jpg,CanSIS.jpg,CanSIS image,,
5764,Canadian Wind Energy Atlas,2004,"<p>Environment and Climate Change Canada</p>
","MapInfo Interchange Format (.mif), MapInfo Data (.mid)",Public,"<p><a href=""http://www.windatlas.ca"">http://www.windatlas.ca</a></p>
","<p>The Canadian Wind Energy Atlas was created as a contribution to a project hosted by the Environment Canada RPN (Recherche en Prévision Numérique).  The purpose of the project was to determine the average wind energy potential across the country for the purposes of wind energy development.</p>
<p>The website has an interactive map which can be used to display Mean Wind Speed (m/s) and Mean Wind Energy (W/m<sup>2</sup>) at a height of 30, 50, or 80m.  Values are expressed as a mean of 43 years of observations, and are also available seasonally (e.g. mean of all winter values only).  The interactive map can also display basic geophysical layers (roughness length, topography, lakes and rivers, and land/water mask) and human geography layers (power lines, roads, and cities). The map can be exported to an image format (.jpg, e.g.)</p>
<p>Data are also available for download in two formats: MapInfo Interchange Format (MIF) and the proprietary RPN format.  MIF files can be converted to ESRI Shapefile format by using ArcCatalog.  Software is provided on the website for conversion of RPN format files.  Please note that the website requires a username and password to download files, and there is a 160MB/day download limit.</p>
","<p>The <a href=""http://www.windatlas.ca/"">Canadian Wind Energy Atlas website</a> contains a Q&A page, description of the methodology used, as well as other useful links.</p>
","<p><em>Canadian Wind Energy Atlas</em> [computer file]. Gatineau, QC: Environment Canada, 2004.</p>
",N/A,,Internet,Climate,Canada||Hamilton||Ontario,Interactive Map||Mid/Mif,sites/default/files/geospatial/windenergymap.JPG,windenergymap.JPG,Canadian Wind Energy Atlas,,
6171,CanVec Series,2016,"<p>Natural Resources Canada</p>
","Shapefile (.shp), File Geodatabase (FGDB)",Public,"<p>This data is freely available through the <a href=""http://open.canada.ca/data/en/dataset/8ba2aa2a-7bb9-4448-b4d7-f164409fe056"">Open Government portal</a></p>
","<p>CanVec is a digital cartographic reference product produced by Natural Resources Canada. CanVec originates from the best available data sources covering Canadian territory and offers quality topographic information in vector format that complies with international geomatics standards.</p>
<p>CanVec is a multi-source product contains more than 60 topographic entities thematically organized into 8 distribution themes: Administrative Features, Hydro Features, Land Features, Manmade Features, Elevation Features, Resource Management Features, and Toponymic Features.</p>
<p>CanVec aims to have standardized and actualized representation of topographic phenomenon for the entire Canadian landmass. Various topographic entities coming mainly from the NTDB are not up to date. These entities are included in CanVec product only to answer topographic reference needs.</p>
<p>The CanVec product will be maintained in partnership with the organizations providing the data.</p>
<p>CanVec is scheduled to be published by edition (or release) twice a year. The CanVec product is free and is distributed via the Open Government Portal in output file formats File Geodatabase (FGDB) and ESRI Shapefile (.shp).</p>
<h2>Purpose</h2>
<p>CanVec aims to have standardized and actualized representation of topographic phenomenon for the entire Canadian landmass. CanVec can be used to produce thematic maps, for web mapping as well as GIS applications. CanVec's many attributes allow for extensive spatial analysis.</p>","<p>A feature catalogue and readme file are included with the download package. General documentation and product specifications are available on the <a href=""http://open.canada.ca/data/en/dataset/8ba2aa2a-7bb9-4448-b4d7-f164409fe056"">Open Government website</a>.</p>
","<p>CanVec Series - Municipal Boundary [computer file]. Ottawa, ON: Natural Resources Canada. [2017]</p>",N/A,,Internet,Boundaries||Human Environment||Physical Environment||Topography||Transportation||Water Resources,Canada||Hamilton||Ontario,Vector||Shapefile,sites/default/files/geospatial/30m5sample.JPG,30M/5 sample of various vector layers in ArcMap,30M/5 sample of various vector layers in ArcMap,,
6091,China Dimensions Data Collection,"Various, 1949-1996","<p>Socioeconomic Data and Applications Center (SEDAC)</p>
",Various,Public,"<p><a href=""http://sedac.ciesin.columbia.edu/data/collection/cddc"">China Dimensions data collection</a></p>
","<p>The China Dimensions Data Collection is just one of several geospatial data resources provided by the Socioeconomic Data and Applications Center (SEDAC).  SEDAC is a program of the Center for International Earth Science Information Network (CIESIN) at Columbia University, and works in conjunction with NASA to <em>""develop and operate applications that support the integration of socioeconomic and Earth science data and to serve as an “Information Gateway” between the Earth and social sciences.</em>""</p>
<p>China Dimensions contains several different socioeconomic datasets.  These include: <strong>administrative boundaries</strong> (including Provincial and County level boundaries), <strong>""fundamental"" maps</strong>, (including layers for roads, railroads, drainage systems, contours, populated places, and urbanized areas), <strong>population and public health</strong> (including county level census data, rural agricultural statistics, and a hospitals dataset), <strong>economics </strong>(including an ""Economic Yearbook"" contains many economic attributes such as wage, employment, finance, livelihood, and many others) and <strong>public policy</strong> documentation, describing priority programmes covering the areas of legislation, policies, education, agriculture, environment, energy, etc.</p>
<p>Users are required to login to the SEDAC website in order to download the data.</p>
","<p>Each data listing on the SEDAC website includes a documentation and metadata tab with links to additional documentation. ""Readme.txt"" documents are often provided alongside the datasets via FTP, some of which provide links to websites containing additional information.</p>
","<p><em>Database Name</em> [type of medium]. (Year). Producer location, province/state: Producer name. Available FTP: address/path/file [Access date].</p>
<p>Example: <em>Fundamental GIS: Digital Chart of China</em> [computer file]. (1990). Palisades, NY: SEDAC. Available FTP: http://sedac.ciesin.org/data/set/cddc-china-dcw-gis/data-download [Jan. 13, 2010]</p>
",N/A,,Internet,Boundaries||Human Environment||Portals,World,Vector,sites/default/files/geospatial/hptop.gif,,,,
6573,Open Calgary (The City of Calgary's Open Data Portal),Current,"<p>The City of Calgary</p>
","Shapefile (.shp), Keyhole Markup Language (.kml), Comma-separated values (.csv)",Public,"<p>The City of Calgary public data catalogue is available at the following link: <a href=""https://data.calgary.ca"">https://data.calgary.ca</a></p>
","<p>The City of Calgary Public Data Catalogue provides a means of increasing public access to data managed by The City; supporting not only transparency in government, but also innovation and reuse of the data by citizens and community based organizations. This service is provided in the expectation that the data provided will be used in applications that will enhance the public good.</p>
<p>Data provided here is available in a number of formats and currently is primarily geospatial in nature. In determining what data sets to provide as part of this pilot initiative, consideration was given to balancing the provision of data publically while respecting privacy and security concerns.</p>
<p>Use of the site and the data available through the site is subject to the <a href=""https://data.calgary.ca/stories/s/u45n-7awa"">Open Calgary Terms of Use</a> (Open Government License).</p>
<p>The following categories are available:</p>
<ul><li><a href=""https://data.calgary.ca/browse?category=Base+Maps"">Base Maps</a> (e.g. city boundary, land use polygons, parcel addresses)</li>
<li><font class=""search""><a href=""https://data.calgary.ca/browse?category=Business+and+Economic+Activity"">Business and Economic Activity</a> (e.g. business licenses, secondary suites, revitalization zones)</li>
<li><a href=""https://data.calgary.ca/browse?category=Demographics"">Demographics</a> (e.g. Census data)</li>
<li><a href=""https://data.calgary.ca/browse?category=Environment"">Environment</a> (e.g. rainfall data, hydrology, natural areas, air quality)</li>
<li><a href=""https://data.calgary.ca/browse?category=Government"">Government</a> (e.g. election results and voting stations)</li>
<li><a href=""https://data.calgary.ca/browse?category=Health+and+Safety"">Health and Safety</a> (e.g. fire and police)</li>
<li><a href=""https://data.calgary.ca/browse?category=News+and+Events"">News and Events</a> (e.g. events map)</li>
<li><a href=""https://data.calgary.ca/browse?category=Recreation+and+Culture"">Recreation and Culture</a> (e.g. library locations, recreation facilities, public art)</li>
<li><a href=""https://data.calgary.ca/browse?category=Services+and+Amenities"">Services and Amenities</a> (e.g. school locations, community/senior services)</li>
<li><a href=""https://data.calgary.ca/browse?category=Transportation%2FTransit"">Transportation/Transit</a> (e.g. roads, traffic incidents, transit and bikeways)</li> 
</ul>
</p>
","<p>A detailed description for each dataset is available on the page associated with the dataset.</p>
","<p>Database Name</em> [type of medium]. (Year). Producer location, province/state: Producer name. Available online: address/path/file [Access date].</p>
<p>e.g.</p>
<p>City of Calgary Environment Data: Hydrology [computer file]. (2017). Calgary, Alberta: City of Calgary. Available Online: https://data.calgary.ca/Environment/Hydrology/a2cn-dxht [29/04/2017].</p>
","<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=2636227147"">Municipal Open Data Portals in Canada</a></p>",,Internet,Boundaries||Human Environment||Physical Environment||Portals||Transportation||Water Resources,Canada,Vector||DWF||KML||Shapefile,/Calgary_open_data_landuse.jpg,Calgary Open Data Land Use example,Calgary Open Data Land Use example,,
8206,City of Montreal Uniform Crime Reporting Data,2001,"<p>Canadian Centre for Justice Statistics</p>
","Shapefile (.shp), Comma-separated values (.csv)",McMaster Students / Staff / Faculty only,,"<p>The Canadian Centre for Justice Statistics  (CCJS), in co-operation with the policing community, collects  police-reported crime statistics through the Uniform Crime Reporting  Survey (UCR). The UCR Survey was designed to measure the incidence of  crime in Canadian society and its characteristics.  This dataset  contains specific incident rates for crime in the City of Montreal at the level of Census Tract. </p>
<p>The dataset includes a ""population at risk"" field for each census tract. Incident rates are available for the following crime categories: property crime, drug offences, violent crime, other offences, sexual assault, criminal harassment, homicide, break and enter, mischief, prostitution, assaults, theft under $5000, robbery, and motor vehicle theft.</p>
<p>The data are provided in .xls tabular format.  The data can be mapped using Statistics Canada Census 2006 shapefiles for census tracts in the City of Montreal (available from the Library).</p>
","<p>A detailed description of the survey, including data variables, sources, methodology, and accuracy, is available on the Statistics Canada website: <a href=""http://www23.statcan.gc.ca/imdb/p2SV.pl?Function=getSurvey&Id=5225"">Uniform Crime Reporting (UCR) Survey - Detailed information for 2001</a></p>
","<p>Database Name [type of medium]. (Year). Producer location, province/state: Producer name. Available online: address/path/file [Access date].</p>
<p>e.g.</br>
City of Montreal Uniform Crime Reporting Data [computer file]. (2001). Ottawa, Ontario: Canadian Centre for Justice Statistics.</p>
",N/A,,Library,Human Environment,Canada,Vector||Shapefile,sites/default/files/geospatial/montrealcrimedemo1.PNG,Montreal crime data sample,Montreal crime data sample,,
6546,OpenData Ottawa (The City of Ottawa's Open Data Catalogue),Various,"<p>City of Ottawa</p>
",Various,Public,"<p>The data are available at the following link: <a href=""http://data.ottawa.ca/dataset"">http://data.ottawa.ca/</a></p>
","<p>The <a href=""http://data.ottawa.ca/"">Open Data Ottawa</a> site is a first step in creating a foundation that encourages digital innovation, improved service delivery, stimulation of economic growth, and a better understanding of our city. Entrepreneurs, academics, policy-makers and community organizations are just a few of the groups that will benefit from the available information.</p>
<p>This initial release of data focuses primarily on geospatial data. Over time, the site will include more varied sets of data in more formats. Through user feedback and consultations, Open Data Ottawa will continue to evolve as we gain insight into where to focus our data liberation efforts!</p>
<p>The site includes data and interactive maps for a variety of categories including:</p>
<ul>
<li>Business and Economy (e.g. permits and contracts)</li>
<li>City Hall (e.g. ward boundaries, election results, budget)</li>
<li>Demographics (e.g. neighbourhood boundaries, service requests, and Census data)</li>
<li>Environment (e.g. waterbodies, water quality, tree inventory, drinking water)</li>
<li>Geography and Maps (e.g. boundary files, park and recreation features, O-train data, transportation networks)</li>
<li>Health and Safety (e.g. public health)</li>
<li>Living (e.g. library locations, senior services, parks and recreation, cultural resources, garbage and recycling)</li>
<li>Planning and Development (e.g. neighbourhoods, building footprints, drainage, heritage districts)</li>
<li>Transportation (e.g. trails, cycling and pedestrian networks, transit, traffic data, parking lots)</li>
</ul>
","<p>No metadata available.</p>
","<p><em>Dataset Name</em> [type of medium]. (Year). Producer location, province/state: Producer name. Available online: address/path/file [Access date].</p>
<p>Example:</p>
<p><em>Wards 2014</em> [computer file]. (2014). Ottawa, Ontario: City of Ottawa. Available online: http://data.ottawa.ca/dataset/wards-2014 [29/04/2017].</p>","<p><a href=""http://geo.scholarsportal.info/#r/details/_uri@=2636227147"">Municipal Open Data Portals in Canada</a></p>",,Internet,Boundaries||Human Environment||Topography||Transportation||Portals,Canada||Ontario,Vector||KML||Shapefile,sites/default/files/geospatial/Ottawa_Demo1.jpg,Ottawa Open Data demo,Ottawa Open Data demo,,
6226,City of Toronto Fire Insurance Plans (1910) - Georeferenced,1910,"<p>Original maps by Goad's Atlas and Plan Co. (Goad, Charles E.)</p>
<p>Georeferenced by McMaster University Map Library</p>
","Scanned images (.jpg), GeoTIFF",McMaster Students / Staff / Faculty only,"<p>Original atlas: <a href=""http://discovery.mcmaster.ca/iii/encore/record/C__Rb2854570"">Atlas of the city of Toronto and suburbs... founded on registered plans and special surveys showing plan numbers, lots & buildings</a></p>
","<p>This dataset consists of a collection of georeferenced TIFF files for use in a GIS software program, produced from volumes 1-3 of the original Fire Insurance Plans of Toronto (1910) by Charles E. Goad <a href=""http://discovery.mcmaster.ca/iii/encore/record/C__Rb2854570"">[link]</a>. The original atlas plates were photographed at a high resolution by McMaster University Map Collection Staff, and were georeferenced using a vector shapefile of City of Toronto roads (DMTI route logistics) as a baseline. The centers of major intersections were used as control points between the TIFF images and the roads shapefile.</p>
<p>The final result is a large, contiguous map of Toronto from 1910, composed of 228 georeferenced TIFF images. Some overlapping near the edges of the individual atlas pages occurs.</p>
<p>The composite digital map product shows all of the features of the <em>Atlas of the city of Toronto and suburbs, founded on registered plans and special surveys showing plan numbers, lots & buildings.</em></p>
<p>This georeferencing project was completed at the McMaster University Map Library during the summer of 2009. A group of several individuals completed the georeferencing together over a period of a few days using ArcGIS 9.3 software.</p>
","<p>No metadata available.</p>
","<p>Goad, Charles E. (1910). Fire Insurance Plans of the City of Toronto. [Digital data]. Digital composite map of georeferenced atlas plates for use in a GIS. Produced by McMaster University Libraries, Lloyd Reeds Map Collection, 2009.</p>
",N/A,,Library,Human Environment,Canada||Ontario,Raster||geoTIFF||JPG,sites/default/files/geospatial/TO_FIP_sample.PNG,Toronto 1910 FIP Sample,Toronto 1910 FIP Sample,,
6018,City of Toronto Uniform Crime Reporting Data,2006,"<p>Canadian Centre for Justice Statistics</p>
",Microsoft Excel worksheet (.xls),McMaster Students / Staff / Faculty only,,"<p>The Canadian Centre for Justice Statistics (CCJS), in co-operation with the policing community, collects police-reported crime statistics through the Uniform Crime Reporting Survey (UCR). The UCR Survey was designed to measure the incidence of crime in Canadian society and its characteristics.  This dataset contains specific incident rates for crime in the City of Toronto at the level of Census Tract. </p>
<p>Incident rates are available for the following crime categories: violent crime, property crime, sexual assault, drug offences, shoplifting, criminal harassment, uttering threat, minor assault, major assault, robbery, theft from a motor vehicle, theft of a motor vehicle, break and enter, mischief, and ""other theft"".</p>
<p>The data are provided in .xls tabular format.  The data can be mapped using Statistics Canada Census 2006 shapefiles for census tracts in the City of Toronto (available from the Library). The Census Tract field, CTUID, needs to be modified to include the CMA number prior to joining the data to the boundary file.</p>
","<p>No metadata document available for this dataset.</p>
<p>A description of the survey appears at the following URL: <a href=""http://www23.statcan.gc.ca/imdb/p2SV.pl?Function=getSurvey&Id=31102"">Uniform Crime Reporting Survey (UCR) - Detailed Information for 2006</a></p>
","<p>Database Name [type of medium]. (Year). Producer location, province/state: Producer name. Available online: address/path/file [Access date].</p>
<p>e.g.</p>
<p>City of Toronto Uniform Crime Reporting Data [computer file]. (2006). Ottawa, Ontario: Canadian Centre for Justice Statistics.</p>",N/A,,Library,Human Environment,Ontario,Excel,sites/default/files/geospatial/TorontoUCR.JPG,TorontoUCR.jpg,Uniform Crime Reporting data displayed using Toronto census tract boundaries,,
